n_contigs	contig_bp	gap_pct	ctg_N50	ctg_L50	ctg_N90	ctg_L90	ctg_max	gc_avg	gc_std	filename
97	3815253	0.000	15	87241	49	19142	206544	0.33961	0.01737	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_162.fa
403	3442798	0.000	83	12625	276	4045	51435	0.35430	0.01912	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_163.fa
298	1020755	0.000	63	4884	218	1538	25658	0.49277	0.05555	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_164.fa
1206	3395148	0.000	338	3299	938	1511	15475	0.61230	0.03302	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_165.fa
6	9198	0.000	3	1343	6	1098	3071	0.41020	0.09838	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_166.fa
2	2146	0.000	1	1138	2	1008	1138	0.60578	0.01900	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_167.fa
2	2868	0.000	1	1555	2	1313	1555	0.49268	0.02175	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_168.fa
937	5786376	0.000	197	8204	669	2938	47729	0.53028	0.03646	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_169.fa
857	8331905	0.000	187	12539	607	4846	92281	0.58002	0.06520	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_16.fa
1	33320	0.000	1	33320	1	33320	33320	0.46288	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_170.fa
121	336066	0.000	32	3391	94	1436	12943	0.33978	0.02568	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_171.fa
724	3246689	0.000	118	6395	502	1913	83724	0.33995	0.04387	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_172.fa
194	5364321	0.000	34	43700	116	12601	234611	0.31390	0.02395	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_173.fa
31	40415	0.000	13	1230	27	1021	2955	0.60641	0.05266	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_174.fa
3390	5031707	0.000	1253	1442	2903	1066	8618	0.47623	0.03997	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_175.fa
14	23449	0.000	5	1526	12	1073	4004	0.47132	0.03136	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_176.fa
314	1495181	0.000	51	6561	214	2062	107124	0.34639	0.04659	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_177.fa
219	6519429	0.000	27	72448	115	12128	221665	0.35495	0.02381	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_178.fa
1351	2774576	0.000	402	2235	1099	1196	15353	0.51254	0.05196	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_179.fa
12	24909	0.000	3	2612	10	1034	7395	0.48240	0.02197	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_17.fa
430	1051846	0.000	124	2777	339	1347	23490	0.69820	0.04826	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_180.fa
2	23339	0.000	1	14208	2	9131	14208	0.45632	0.00275	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_181.fa
262	451947	0.000	84	1609	219	1105	9994	0.43360	0.04748	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_182.fa
1026	1805271	0.000	359	1833	857	1137	9541	0.47415	0.04067	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_183.fa
1323	2475732	0.000	458	1966	1099	1196	6880	0.52515	0.03920	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_184.fa
23	31034	0.000	10	1202	20	1076	2954	0.40575	0.03872	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_185.fa
5191	7287448	0.000	2078	1392	4487	1064	3614	0.44661	0.03457	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_186.fa
359	540915	0.000	122	1404	307	1032	15363	0.44528	0.05471	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_187.fa
11	22231	0.000	4	2843	10	1176	3799	0.58027	0.01613	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_188.fa
581	6596203	0.000	53	28324	361	4059	180987	0.55674	0.03860	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_189.fa
406	3375121	0.000	95	11597	283	4104	52027	0.40996	0.02063	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_18.fa
1	1663	0.000	1	1663	1	1663	1663	0.34396	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_190.fa
1340	2679227	0.000	444	2189	1099	1221	5892	0.67440	0.03413	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_191.fa
7	38894	0.000	2	7938	5	1765	16478	0.43806	0.02896	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_192.fa
488	817802	0.000	170	1631	411	1106	25001	0.64769	0.03000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_193.fa
1	2466	0.000	1	2466	1	2466	2466	0.51500	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_194.fa
17	30066	0.000	6	1856	15	1262	4736	0.55102	0.02855	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_195.fa
83	453349	0.000	13	9903	54	2279	39164	0.50404	0.03405	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_196.fa
6	6993	0.000	3	1197	6	1054	1260	0.28514	0.03955	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_197.fa
13	18960	0.000	5	1393	12	1051	3538	0.56218	0.03176	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_198.fa
511	5017333	0.000	74	15667	338	4038	106507	0.42185	0.04928	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_199.fa
267	464707	0.000	82	1678	223	1089	10232	0.63842	0.06430	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_19.fa
4776	7398824	0.000	1718	1519	4067	1074	15582	0.60993	0.03793	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_1.fa
1	1098	0.000	1	1098	1	1098	1098	0.60656	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_200.fa
540	6226533	0.000	69	18788	348	4481	148494	0.47502	0.02910	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_201.fa
142	200228	0.000	55	1398	123	1041	3368	0.60228	0.02828	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_202.fa
112	155323	0.000	45	1373	97	1045	4336	0.48196	0.05832	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_20.fa
2	2827	0.000	1	1757	2	1070	1757	0.38698	0.03075	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_21.fa
1083	1740535	0.000	371	1537	920	1082	14031	0.53344	0.03092	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_22.fa
6	7994	0.000	3	1277	6	1047	1868	0.47310	0.01501	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_23.fa
328	871088	0.000	97	3008	257	1503	9371	0.35760	0.01722	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_24.fa
170	736603	0.000	20	10901	109	1497	38198	0.43056	0.04310	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_25.fa
1	33886	0.000	1	33886	1	33886	33886	0.41802	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_26.fa
108	215261	0.000	30	2111	89	1156	11460	0.40638	0.04210	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_27.fa
72	312212	0.000	13	5197	53	2108	64511	0.34288	0.03776	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_28.fa
141	1013758	0.000	19	12984	84	2961	152751	0.32478	0.02438	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_29.fa
8	50095	0.000	2	14613	6	3293	16258	0.41509	0.01744	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_2.fa
605	1142063	0.000	203	1942	501	1179	9898	0.29699	0.03325	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_30.fa
479	1361047	0.000	135	3296	373	1577	15045	0.43668	0.02749	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_31.fa
8	11889	0.000	4	1527	7	1079	2310	0.41416	0.02787	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_32.fa
355	4792386	0.000	41	24352	212	5194	240025	0.34689	0.03727	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_33.fa
2	2193	0.000	1	1112	2	1081	1112	0.43183	0.00475	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_34.fa
1	1215	0.000	1	1215	1	1215	1215	0.46667	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_35.fa
25	484613	0.000	3	81228	9	13002	94813	0.31157	0.03613	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_36.fa
31	68488	0.000	9	2849	25	1233	6280	0.39800	0.03796	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_37.fa
1	1472	0.000	1	1472	1	1472	1472	0.49592	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_38.fa
8	15055	0.000	4	1987	7	1505	3281	0.45227	0.02188	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_39.fa
49	63949	0.000	20	1269	43	1028	2453	0.40994	0.05591	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_3.fa
3514	9138570	0.000	1129	2774	2836	1600	39572	0.42070	0.03451	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_40.fa
3	4406	0.000	2	1246	3	1176	1984	0.41966	0.02042	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_41.fa
7	10116	0.000	3	1349	7	1038	2580	0.65589	0.03689	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_42.fa
224	466465	0.000	64	2105	182	1163	17374	0.46199	0.02063	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_43.fa
469	2342918	0.000	115	6657	341	2589	23639	0.48636	0.02878	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_44.fa
63	190113	0.000	9	3764	47	1253	25502	0.58777	0.04386	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_45.fa
753	2246986	0.000	173	3613	567	1450	24073	0.36965	0.02705	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_46.fa
10	29432	0.000	3	4712	8	1386	7025	0.61212	0.01306	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_47.fa
1245	10022121	0.000	281	10231	914	4006	65943	0.48448	0.03504	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_48.fa
96	379554	0.000	17	7226	66	1500	20014	0.41723	0.02954	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_49.fa
9	17630	0.000	3	1933	8	1106	4873	0.40556	0.02740	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_4.fa
212	3600265	0.000	38	28189	129	7594	100563	0.58512	0.02954	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_50.fa
11	356322	0.000	1	342933	1	342933	342933	0.27107	0.03427	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_51.fa
1009	4298816	0.000	250	4922	768	2257	57752	0.45904	0.03007	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_52.fa
2	11097	0.000	1	7076	2	4021	7076	0.29882	0.00825	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_53.fa
1	1268	0.000	1	1268	1	1268	1268	0.53155	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_54.fa
323	507616	0.000	118	1541	276	1085	4886	0.45619	0.03049	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_55.fa
2	2720	0.000	1	1412	2	1308	1412	0.44963	0.00450	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_56.fa
34	41300	0.000	15	1200	30	1041	2133	0.56835	0.05601	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_57.fa
149	466867	0.000	41	3795	114	1625	23285	0.38401	0.03335	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_58.fa
1	1939	0.000	1	1939	1	1939	1939	0.41310	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_59.fa
3	4296	0.000	2	1497	3	1255	1544	0.44297	0.03244	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_5.fa
1	1306	0.000	1	1306	1	1306	1306	0.44793	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_60.fa
7	10528	0.000	3	1512	7	1091	2510	0.37329	0.03157	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_61.fa
15	21844	0.000	6	1460	13	1043	2166	0.34783	0.04402	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_62.fa
6	7838	0.000	3	1409	6	1115	1424	0.69444	0.04668	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_63.fa
2008	4687661	0.000	551	2613	1597	1262	16668	0.54663	0.04961	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_64.fa
4	4874	0.000	2	1184	4	1008	1562	0.39105	0.02728	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_65.fa
9	13044	0.000	4	1400	8	1172	2064	0.29669	0.02280	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_66.fa
10	12173	0.000	5	1132	9	1050	2063	0.49651	0.02709	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_67.fa
247	4437983	0.000	38	34201	144	8495	124464	0.61039	0.02778	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_68.fa
1	1174	0.000	1	1174	1	1174	1174	0.46763	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_69.fa
1782	3287283	0.000	539	1845	1472	1119	44900	0.40610	0.04070	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_6.fa
1	1163	0.000	1	1163	1	1163	1163	0.30610	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_70.fa
376	689614	0.000	105	1794	311	1078	28720	0.40563	0.04845	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_71.fa
391	4693468	0.000	26	37314	227	4082	281974	0.40473	0.03868	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_72.fa
1680	2650991	0.000	600	1550	1427	1082	11767	0.55251	0.04060	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_73.fa
5	7073	0.000	3	1364	5	1121	2016	0.55139	0.03200	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_74.fa
41	2306740	0.000	7	133338	19	34749	264664	0.38795	0.02284	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_75.fa
2	3663	0.000	1	2625	2	1038	2625	0.57521	0.00350	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_76.fa
1	1059	0.000	1	1059	1	1059	1059	0.38244	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_77.fa
1	1806	0.000	1	1806	1	1806	1806	0.44352	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_78.fa
157	314413	0.000	49	2174	129	1174	6163	0.24877	0.03400	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_79.fa
13	21863	0.000	5	1672	11	1062	4947	0.52523	0.02865	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_7.fa
7	13899	0.000	2	2716	6	1012	5406	0.38643	0.00839	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_80.fa
667	9034699	0.000	81	26017	443	5261	158570	0.40859	0.02432	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_81.fa
7	19071	0.000	3	3188	6	2560	3393	0.61591	0.03806	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_82.fa
1	1027	0.000	1	1027	1	1027	1027	0.43330	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_83.fa
361	1810603	0.000	54	8944	228	2053	75897	0.49737	0.02873	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_84.fa
97	169293	0.000	37	1856	82	1167	3415	0.61689	0.05166	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_85.fa
18	26584	0.000	7	1505	16	1021	2843	0.40656	0.03049	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_86.fa
1045	19427137	0.000	228	26806	714	8910	136784	0.71247	0.02778	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_87.fa
11	16153	0.000	5	1411	10	1094	2041	0.68978	0.02696	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_88.fa
492	3993235	0.000	82	12287	341	3455	71118	0.33800	0.01909	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_89.fa
1	1327	0.000	1	1327	1	1327	1327	0.50641	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_8.fa
109	7146756	0.000	22	117336	68	31424	317682	0.34299	0.01573	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_90.fa
63	117329	0.000	21	1952	52	1175	4251	0.32525	0.02584	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_91.fa
211	375495	0.000	65	1779	176	1107	8556	0.25433	0.06250	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_92.fa
4639	7872187	0.000	1553	1713	3890	1102	9181	0.29029	0.04091	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_93.fa
1	1185	0.000	1	1185	1	1185	1185	0.34430	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_94.fa
1	1149	0.000	1	1149	1	1149	1149	0.60139	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_95.fa
1	1414	0.000	1	1414	1	1414	1414	0.50849	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_96.fa
11	839391	0.000	1	692186	2	131895	692186	0.43279	0.03032	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_97.fa
466	11071671	0.000	69	43358	281	9834	229974	0.40883	0.01973	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_98.fa
935	1994409	0.000	291	2279	759	1263	10538	0.48373	0.02758	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_99.fa
248	1562368	0.000	26	15249	150	2334	113423	0.37976	0.02941	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/15mw_9.fa
542	6767834	0.000	70	21851	350	4976	184901	0.47701	0.02811	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_0.fa
13	17896	0.000	6	1474	12	1052	1868	0.45837	0.03176	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_100.fa
73	114207	0.000	26	1548	62	1078	4460	0.50044	0.05264	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_101.fa
91	142186	0.000	32	1550	78	1066	7305	0.31663	0.03214	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_102.fa
7	9133	0.000	3	1427	7	1042	1724	0.53257	0.01558	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_103.fa
1	1175	0.000	1	1175	1	1175	1175	0.45957	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_104.fa
3	3731	0.000	2	1038	3	1032	1661	0.47146	0.01706	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_105.fa
192	370302	0.000	51	1954	157	1109	11021	0.60957	0.03950	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_106.fa
4497	7956019	0.000	1576	1838	3758	1154	27397	0.47843	0.03464	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_107.fa
2	2272	0.000	1	1232	2	1040	1232	0.38952	0.01575	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_108.fa
874	13080847	0.000	132	25773	554	6086	113732	0.65551	0.02880	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_109.fa
63	92100	0.000	24	1345	56	1037	4879	0.47875	0.04624	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_10.fa
2	2553	0.000	1	1487	2	1066	1487	0.43361	0.00750	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_110.fa
402	1816111	0.000	98	5556	302	2263	31630	0.56416	0.02872	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_111.fa
1	1552	0.000	1	1552	1	1552	1552	0.62500	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_112.fa
201	290534	0.000	77	1423	173	1079	5166	0.29287	0.02988	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_113.fa
255	1468458	0.000	30	10093	163	2125	111352	0.38325	0.03646	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_114.fa
36	116122	0.000	6	7232	26	1212	14613	0.46109	0.04826	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_115.fa
1808	5304908	0.000	504	3284	1410	1622	32155	0.60553	0.03731	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_116.fa
2336	3831333	0.000	836	1668	1974	1113	9196	0.39913	0.03187	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_117.fa
3	4367	0.000	2	1345	3	1147	1875	0.43394	0.01003	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_118.fa
3495	5893689	0.000	1228	1718	2941	1121	11789	0.45946	0.02191	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_119.fa
18	40364	0.000	3	3227	15	1028	15102	0.39629	0.03520	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_11.fa
11	17314	0.000	4	1799	10	1103	3056	0.47592	0.02402	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_120.fa
1050	1944836	0.000	355	1937	874	1193	7506	0.46472	0.03467	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_121.fa
1	1004	0.000	1	1004	1	1004	1004	0.67331	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_122.fa
2976	14647233	0.000	847	5493	2338	2779	40100	0.44195	0.02713	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_123.fa
60	99239	0.000	21	1726	51	1076	3787	0.61176	0.02740	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_124.fa
136	3760846	0.000	21	50295	75	13251	219598	0.34008	0.01790	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_125.fa
3	5590	0.000	1	2803	3	1367	2803	0.60143	0.01087	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_126.fa
1	1072	0.000	1	1072	1	1072	1072	0.56996	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_127.fa
1180	19021852	0.000	264	22205	823	7905	165575	0.71390	0.02894	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_128.fa
104	306835	0.000	15	3536	77	1251	38142	0.41338	0.03669	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_129.fa
39	70315	0.000	14	1801	33	1215	4966	0.31591	0.02751	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_12.fa
39	90572	0.000	11	2984	31	1144	5959	0.30513	0.03682	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_130.fa
695	1435005	0.000	214	2158	567	1235	11173	0.43952	0.02685	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_131.fa
618	1191613	0.000	177	1986	507	1115	11611	0.39153	0.04727	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_132.fa
129	184162	0.000	47	1310	112	1026	4232	0.59908	0.07135	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_133.fa
1	2563	0.000	1	2563	1	2563	2563	0.51151	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_134.fa
1	2430	0.000	1	2430	1	2430	2430	0.43827	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_135.fa
32	48723	0.000	13	1544	28	1087	3154	0.26809	0.03267	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_136.fa
6	15695	0.000	2	3306	5	1769	4819	0.60937	0.02028	/srv/beegfs/scratch/users/s/saini7/MS2/NON_Comp_Bins/17m_NC_Bin_137.fa
