"MAG","classification","reason","lineage","lineage.scores","superkingdom","confidence","phylum","class","order","family","genus","species","Depth","category","n_contigs","contig_bp","gap_pct","ctg_N50","ctg_L50","ctg_N90","ctg_L90","ctg_max","gc_avg","gc_std","size_mbp","Dataset","Complete","Single","Duplicated","Fragmented","Missing","n_markers","Scores_bacteria_odb10","Scores_archaea_odb10","Scores_eukaryota_odb10"
"15_5m_Bin_59-contigs","taxid assigned","based on 689/1805 ORFs","1;131567;2;1224","1.00;0.87;0.76;0.41","Bacteria","0.76","Proteobacteria: 0.41","no support","no support","no support","no support","no support","15_5m","CB",308,1258042,0,42,5784,208,1620,122069,0.66243,0.04712,1.258042,"bacteria_odb10","0.8","0.8","0.0","4.8","94.4","124","C:0.8%[S:0.8%,D:0.0%],F:4.8%,M:94.4%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15_5m_Bin_6-contigs","taxid assigned","based on 3312/3597 ORFs","1;131567;2;1224;28216","1.00;0.99;0.99;0.91;0.59","Bacteria","0.99","Proteobacteria: 0.91","Betaproteobacteria: 0.59","no support","no support","no support","no support","15_5m","CB",241,3977768,0,34,29787,134,7720,172841,0.54653,0.02858,3.977768,"betaproteobacteria_odb10","95.1","94.7","0.4","1.6","3.3","569","C:96.0%[S:95.2%,D:0.8%],F:2.4%,M:1.6%,n:124","C:17.0%[S:17.0%,D:0.0%],F:4.1%,M:78.9%,n:194","C:4.7%[S:4.7%,D:0.0%],F:1.6%,M:93.7%,n:255"
"15_5m_Bin_62-contigs","taxid assigned","based on 2198/2285 ORFs","1;131567;2;1783257;74201;414999;415000;134623","1.00;1.00;1.00;0.98;0.97;0.96;0.49;0.49","Bacteria","1.00","Verrucomicrobia: 0.97","Opitutae: 0.96","Opitutales: 0.49","Opitutaceae: 0.49","no support","no support","15_5m","CB",670,1979652,0,187,3491,518,1597,15759,0.56228,0.02397,1.979652,"bacteria_odb10","57.3","57.3","0.0","19.4","23.3","124","C:57.3%[S:57.3%,D:0.0%],F:19.4%,M:23.3%,n:124","C:7.2%[S:7.2%,D:0.0%],F:2.6%,M:90.2%,n:194","C:2.7%[S:2.7%,D:0.0%],F:1.6%,M:95.7%,n:255"
"15_5m_Bin_63-contigs","taxid assigned","based on 2039/2110 ORFs","1;131567;2;1224;28211;204458;451208;2282150","1.00;0.99;0.98;0.93;0.90;0.85;0.54;0.54","Bacteria","0.98","Proteobacteria: 0.93","Alphaproteobacteria: 0.90","Caulobacterales: 0.85",NA,NA,"Caulobacterales bacterium: 0.54","15_5m","CB",774,1488597,0,249,2059,638,1167,7800,0.69499,0.02197,1.488597,"bacteria_odb10","27.4","27.4","0.0","13.7","58.9","124","C:27.4%[S:27.4%,D:0.0%],F:13.7%,M:58.9%,n:124","C:4.1%[S:4.1%,D:0.0%],F:4.6%,M:91.3%,n:194","C:2.7%[S:2.7%,D:0.0%],F:1.2%,M:96.1%,n:255"
"15_5m_Bin_64-contigs","taxid assigned","based on 27154/28404 ORFs","1;131567;2;1783270;68336;976;200643","1.00;1.00;0.99;0.66;0.65;0.64;0.43","Bacteria","0.99","Bacteroidetes: 0.64","Bacteroidia: 0.43","no support","no support","no support","no support","15_5m","CB",1827,34755302,0,315,26972,1260,8386,321763,0.43853,0.02781,34.755302,"bacteria_odb10","100.0","4.8","95.2","0.0","0.0","124","C:100.0%[S:4.8%,D:95.2%],F:0.0%,M:0.0%,n:124","C:27.8%[S:8.2%,D:19.6%],F:4.1%,M:68.1%,n:194","C:7.8%[S:3.5%,D:4.3%],F:2.7%,M:89.5%,n:255"
"15_5m_Bin_66-contigs","taxid assigned","based on 7429/7784 ORFs","1;131567;2;1224;68525;28221;213118;213121;231686;2053307","1.00;1.00;1.00;0.77;0.61;0.61;0.52;0.51;0.49;0.49","Bacteria","1.00","Proteobacteria: 0.77","Deltaproteobacteria: 0.61","Desulfobacterales: 0.52","Desulfobulbaceae: 0.51",NA,"Desulfobulbaceae bacterium: 0.49","15_5m","CB",2080,7220239,0,622,3924,1622,2017,25531,0.53111,0.04449,7.220239,"bacteria_odb10","76.6","51.6","25.0","0.8","22.6","124","C:76.6%[S:51.6%,D:25.0%],F:0.8%,M:22.6%,n:124","C:18.0%[S:10.8%,D:7.2%],F:4.6%,M:77.4%,n:194","C:4.7%[S:3.1%,D:1.6%],F:2.4%,M:92.9%,n:255"
"15_5m_Bin_68-contigs","taxid assigned","based on 677/1022 ORFs","1;131567;2","1.00;0.89;0.83","Bacteria","0.83","no support","no support","no support","no support","no support","no support","15_5m","CB",114,1095151,0,22,15357,67,4557,47357,0.39956,0.05231,1.095151,"archaea_odb10","2.1","2.1","0.0","0.0","97.9","194","C:1.6%[S:0.8%,D:0.8%],F:0.8%,M:97.6%,n:124","C:2.1%[S:2.1%,D:0.0%],F:0.0%,M:97.9%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
"15_5m_Bin_69-contigs","taxid assigned","based on 2157/2380 ORFs","1;131567;2;1783270;68336;976","1.00;0.99;0.98;0.76;0.76;0.74","Bacteria","0.98","Bacteroidetes: 0.74","no support","no support","no support","no support","no support","15_5m","CB",865,2224751,0,254,2918,683,1451,17951,0.34544,0.04784,2.224751,"bacteria_odb10","45.2","32.3","12.9","12.9","41.9","124","C:45.2%[S:32.3%,D:12.9%],F:12.9%,M:41.9%,n:124","C:4.6%[S:3.6%,D:1.0%],F:5.7%,M:89.7%,n:194","C:0.8%[S:0.8%,D:0.0%],F:1.2%,M:98.0%,n:255"
"15_5m_Bin_70-contigs","taxid assigned","based on 10625/11273 ORFs","1;131567;2;1224;28216;80840;80864","1.00;1.00;0.99;0.88;0.69;0.52;0.36","Bacteria","0.99","Proteobacteria: 0.88","Betaproteobacteria: 0.69","Burkholderiales: 0.52","Comamonadaceae: 0.36","no support","no support","15_5m","CB",2268,10187047,0,546,5346,1692,2315,48115,0.5654,0.03566,10.187047,"burkholderiales_odb10","69.8","37.5","32.3","4.4","25.8","688","C:53.3%[S:32.3%,D:21.0%],F:14.5%,M:32.2%,n:124","C:10.3%[S:4.6%,D:5.7%],F:3.6%,M:86.1%,n:194","C:5.1%[S:3.1%,D:2.0%],F:3.1%,M:91.8%,n:255"
"15_5m_Bin_71-contigs","taxid assigned","based on 447/776 ORFs","1;131567;2","1.00;0.74;0.69","Bacteria","0.69","no support","no support","no support","no support","no support","no support","15_5m","CB",317,562897,0,99,1762,264,1099,18946,0.38271,0.05609,0.562897,"archaea_odb10","1.5","1.5","0.0","0.0","98.5","194","C:0.8%[S:0.8%,D:0.0%],F:2.4%,M:96.8%,n:124","C:1.5%[S:1.5%,D:0.0%],F:0.0%,M:98.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255"
"15_5m_Bin_72-contigs","taxid assigned","based on 964/1468 ORFs","1;131567;2;1224;28211;33807;1913988","1.00;0.86;0.81;0.38;0.33;0.32;0.32","Bacteria","0.81","Proteobacteria: 0.38","Alphaproteobacteria: 0.33",NA,NA,NA,"Alphaproteobacteria bacterium: 0.32","15_5m","CB",361,1197703,0,105,3867,276,1800,21007,0.25804,0.03276,1.197703,"archaea_odb10","2.0","1.0","1.0","0.5","97.5","194","C:1.6%[S:0.0%,D:1.6%],F:0.8%,M:97.6%,n:124","C:2.0%[S:1.0%,D:1.0%],F:0.5%,M:97.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
"15_5m_Bin_73-contigs","taxid assigned","based on 1890/2037 ORFs","1;131567;2;1224;1236","1.00;1.00;0.99;0.94;0.84","Bacteria","0.99","Proteobacteria: 0.94","Gammaproteobacteria: 0.84","no support","no support","no support","no support","15_5m","CB",682,1504162,0,184,2460,545,1190,14258,0.45467,0.02777,1.504162,"bacteria_odb10","60.5","58.1","2.4","15.3","24.2","124","C:60.5%[S:58.1%,D:2.4%],F:15.3%,M:24.2%,n:124","C:9.8%[S:9.8%,D:0.0%],F:4.1%,M:86.1%,n:194","C:0.8%[S:0.8%,D:0.0%],F:2.4%,M:96.8%,n:255"
"15_5m_Bin_74-contigs","taxid assigned","based on 8315/8981 ORFs","1;131567;2;1224;1236;135618","1.00;1.00;0.99;0.78;0.64;0.59","Bacteria","0.99","Proteobacteria: 0.78","Gammaproteobacteria: 0.64","Methylococcales: 0.59","no support","no support","no support","15_5m","CB",942,9246950,0,118,16237,576,4017,195935,0.40384,0.03352,9.24695,"bacteria_odb10","99.2","8.1","91.1","0.0","0.8","124","C:99.2%[S:8.1%,D:91.1%],F:0.0%,M:0.8%,n:124","C:19.1%[S:3.6%,D:15.5%],F:7.2%,M:73.7%,n:194","C:5.5%[S:1.6%,D:3.9%],F:1.6%,M:92.9%,n:255"
"15_5m_Bin_75-contigs","taxid assigned","based on 16411/18905 ORFs","1;131567;2;1783270;68336;976;117743;200644","1.00;0.98;0.94;0.61;0.61;0.61;0.48;0.46","Bacteria","0.94","Bacteroidetes: 0.61","Flavobacteriia: 0.48","Flavobacteriales: 0.46","no support","no support","no support","15_5m","CB",589,19726387,0,71,68304,322,14336,650989,0.34599,0.0315,19.726387,"bacteria_odb10","100.0","4.0","96.0","0.0","0.0","124","C:100.0%[S:4.0%,D:96.0%],F:0.0%,M:0.0%,n:124","C:23.7%[S:4.6%,D:19.1%],F:6.2%,M:70.1%,n:194","C:5.9%[S:1.6%,D:4.3%],F:1.6%,M:92.5%,n:255"
"15_5m_Bin_76-contigs","taxid assigned","based on 1513/2571 ORFs","1;131567;2","1.00;0.75;0.68","Bacteria","0.68","no support","no support","no support","no support","no support","no support","15_5m","CB",376,1892651,0,45,8675,243,1825,57052,0.33281,0.0275,1.892651,"archaea_odb10","0.5","0.0","0.5","0.5","99.0","194","C:0.0%[S:0.0%,D:0.0%],F:2.4%,M:97.6%,n:124","C:0.5%[S:0.0%,D:0.5%],F:0.5%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15_5m_Bin_77-contigs","taxid assigned","based on 2511/2602 ORFs","1;131567;2;1783272;201174;1760","1.00;1.00;0.99;0.78;0.77;0.76","Bacteria","0.99","Actinobacteria: 0.77","Actinomycetia: 0.76","no support","no support","no support","no support","15_5m","CB",558,2254462,0,112,5394,397,1797,29243,0.45485,0.03475,2.254462,"bacteria_odb10","45.9","42.7","3.2","10.5","43.6","124","C:45.9%[S:42.7%,D:3.2%],F:10.5%,M:43.6%,n:124","C:13.9%[S:12.4%,D:1.5%],F:3.1%,M:83.0%,n:194","C:3.9%[S:3.9%,D:0.0%],F:2.0%,M:94.1%,n:255"
"15_5m_Bin_79-contigs","taxid assigned","based on 1889/2357 ORFs","1;131567;2;1783270;68336;976","1.00;0.86;0.83;0.54;0.54;0.52","Bacteria","0.83","Bacteroidetes: 0.52","no support","no support","no support","no support","no support","15_5m","CB",907,1657927,0,278,1826,751,1128,9787,0.34928,0.04325,1.657927,"bacteria_odb10","26.6","25.0","1.6","14.5","58.9","124","C:26.6%[S:25.0%,D:1.6%],F:14.5%,M:58.9%,n:124","C:3.6%[S:3.6%,D:0.0%],F:2.1%,M:94.3%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:255"
"15_5m_Bin_8-contigs","taxid assigned","based on 8914/11252 ORFs","1;131567;2;1783270;68336;976","1.00;0.99;0.96;0.51;0.51;0.45","Bacteria","0.96","Bacteroidetes: 0.45","no support","no support","no support","no support","no support","15_5m","CB",4086,10118879,0,1084,2807,3205,1315,42870,0.35489,0.04198,10.118879,"bacteria_odb10","43.5","38.7","4.8","17.7","38.8","124","C:43.5%[S:38.7%,D:4.8%],F:17.7%,M:38.8%,n:124","C:7.2%[S:6.7%,D:0.5%],F:6.2%,M:86.6%,n:194","C:2.0%[S:1.6%,D:0.4%],F:3.1%,M:94.9%,n:255"
"15_5m_Bin_80-contigs","taxid assigned","based on 1433/1501 ORFs","1;131567;2;1783270;68336;976;200643;171549","1.00;1.00;0.99;0.87;0.87;0.86;0.52;0.41","Bacteria","0.99","Bacteroidetes: 0.86","Bacteroidia: 0.52","Bacteroidales: 0.41","no support","no support","no support","15_5m","CB",342,1641513,0,109,5061,274,3064,23737,0.38102,0.02138,1.641513,"bacteria_odb10","21.8","21.0","0.8","8.9","69.3","124","C:21.8%[S:21.0%,D:0.8%],F:8.9%,M:69.3%,n:124","C:4.1%[S:4.1%,D:0.0%],F:2.1%,M:93.8%,n:194","C:1.2%[S:1.2%,D:0.0%],F:0.8%,M:98.0%,n:255"
"15_5m_Bin_82-contigs","taxid assigned","based on 4191/4494 ORFs","1;131567;2;1783272;200795","1.00;1.00;1.00;0.88;0.87","Bacteria","1.00","Chloroflexi: 0.87","no support","no support","no support","no support","no support","15_5m","CB",1584,3666328,0,473,2517,1273,1332,12636,0.4984,0.03486,3.666328,"bacteria_odb10","29.0","28.2","0.8","13.7","57.3","124","C:29.0%[S:28.2%,D:0.8%],F:13.7%,M:57.3%,n:124","C:8.7%[S:8.2%,D:0.5%],F:2.6%,M:88.7%,n:194","C:3.1%[S:3.1%,D:0.0%],F:5.1%,M:91.8%,n:255"
"15_5m_Bin_83-contigs","taxid assigned","based on 1547/1682 ORFs","1;131567;2;1783272;200795","1.00;1.00;0.99;0.88;0.87","Bacteria","0.99","Chloroflexi: 0.87","no support","no support","no support","no support","no support","15_5m","CB",276,1644596,0,41,9818,174,2421,64709,0.48828,0.03744,1.644596,"bacteria_odb10","16.9","16.1","0.8","4.8","78.3","124","C:16.9%[S:16.1%,D:0.8%],F:4.8%,M:78.3%,n:124","C:2.6%[S:2.6%,D:0.0%],F:1.5%,M:95.9%,n:194","C:2.4%[S:2.4%,D:0.0%],F:1.6%,M:96.0%,n:255"
"15_5m_Bin_84-contigs","taxid assigned","based on 4360/4748 ORFs","1;131567;2;1783257","1.00;1.00;0.99;0.80","Bacteria","0.99","no support","no support","no support","no support","no support","no support","15_5m","CB",1447,5380877,0,398,4445,1111,2000,24981,0.61228,0.03287,5.380877,"bacteria_odb10","58.8","54.8","4.0","19.4","21.8","124","C:58.8%[S:54.8%,D:4.0%],F:19.4%,M:21.8%,n:124","C:9.8%[S:9.3%,D:0.5%],F:5.7%,M:84.5%,n:194","C:2.0%[S:1.6%,D:0.4%],F:1.2%,M:96.8%,n:255"
"15_5m_Bin_85-contigs","taxid assigned","based on 9844/11252 ORFs","1;131567;2;1224;1236;135613;1046","1.00;1.00;0.98;0.68;0.34;0.32;0.32","Bacteria","0.98","Proteobacteria: 0.68","Gammaproteobacteria: 0.34","Chromatiales: 0.32","Chromatiaceae: 0.32","no support","no support","15_5m","CB",4245,10007124,0,1223,2648,3374,1307,20343,0.60019,0.04932,10.007124,"bacteria_odb10","41.2","31.5","9.7","16.9","41.9","124","C:41.2%[S:31.5%,D:9.7%],F:16.9%,M:41.9%,n:124","C:10.9%[S:8.8%,D:2.1%],F:3.1%,M:86.0%,n:194","C:3.9%[S:3.9%,D:0.0%],F:3.1%,M:93.0%,n:255"
"15_5m_Bin_86-contigs","taxid assigned","based on 2047/4187 ORFs","1;131567;2","1.00;0.78;0.60","Bacteria","0.60","no support","no support","no support","no support","no support","no support","15_5m","CB",1809,3199862,0,573,1781,1507,1101,22130,0.23394,0.05253,3.199862,"mollicutes_odb10","18.5","13.9","4.6","2.6","78.9","151","C:22.6%[S:19.4%,D:3.2%],F:15.3%,M:62.1%,n:124","C:3.6%[S:3.6%,D:0.0%],F:3.1%,M:93.3%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
"15_5m_Bin_87-contigs","taxid assigned","based on 10921/16887 ORFs","1;131567;2759;2698737;33634;2696291;2836;33849;33850;33851;33852;2857;303405","1.00;1.00;0.99;0.98;0.98;0.97;0.97;0.93;0.93;0.76;0.76;0.39;0.39","Eukaryota","0.99","Bacillariophyta: 0.97","Bacillariophyceae: 0.93","Bacillariales: 0.76","Bacillariaceae: 0.76","Nitzschia: 0.39","Nitzschia inconspicua: 0.39","15_5m","CB",4155,17880195,0,1255,4806,3288,2530,20604,0.49051,0.01173,17.880195,"stramenopiles_odb10","62.0","62.0","0.0","7.0","31.0","100","C:26.6%[S:26.6%,D:0.0%],F:21.0%,M:52.4%,n:124","C:29.9%[S:28.9%,D:1.0%],F:11.3%,M:58.8%,n:194","C:54.9%[S:54.5%,D:0.4%],F:12.2%,M:32.9%,n:255"
"15_5m_Bin_90-contigs","taxid assigned","based on 4032/4322 ORFs","1;131567;2;1783272;201174;1760","1.00;0.99;0.98;0.54;0.53;0.40","Bacteria","0.98","Actinobacteria: 0.53","Actinomycetia: 0.40","no support","no support","no support","no support","15_5m","CB",1784,3200976,0,557,1789,1482,1114,27791,0.44212,0.03197,3.200976,"bacteria_odb10","30.7","23.4","7.3","23.4","45.9","124","C:30.7%[S:23.4%,D:7.3%],F:23.4%,M:45.9%,n:124","C:8.3%[S:6.2%,D:2.1%],F:4.6%,M:87.1%,n:194","C:0.8%[S:0.8%,D:0.0%],F:2.7%,M:96.5%,n:255"
"15_5m_Bin_91-contigs","taxid assigned","based on 1908/3494 ORFs","1;131567;2","1.00;0.78;0.73","Bacteria","0.73","no support","no support","no support","no support","no support","no support","15_5m","CB",533,2355138,0,49,6798,355,1676,156276,0.27878,0.02845,2.355138,"archaea_odb10","3.6","2.1","1.5","1.0","95.4","194","C:4.0%[S:2.4%,D:1.6%],F:5.6%,M:90.4%,n:124","C:3.6%[S:2.1%,D:1.5%],F:1.0%,M:95.4%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
"15_5m_Bin_93-contigs","taxid assigned (2/2)","based on 1797/2528 ORFs","1;131567;2","1.00;0.52;0.50","Bacteria","0.50","no support","no support","no support","no support","no support","no support","15_5m","CB",695,1599441,0,155,2548,549,1176,68275,0.5024,0.04857,1.599441,"bacteria_odb10","1.6","1.6","0.0","4.0","94.4","124","C:1.6%[S:1.6%,D:0.0%],F:4.0%,M:94.4%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15_5m_Bin_94-contigs","taxid assigned","based on 3944/7196 ORFs","1;131567;2759;2698737;33634;2696291;2836;33849;33850;33851;33852;2857;303405","1.00;1.00;0.93;0.92;0.92;0.91;0.91;0.85;0.85;0.67;0.67;0.37;0.37","Eukaryota","0.93","Bacillariophyta: 0.91","Bacillariophyceae: 0.85","Bacillariales: 0.67","Bacillariaceae: 0.67","Nitzschia: 0.37","Nitzschia inconspicua: 0.37","15_5m","CB",3855,6501850,0,1412,1737,3249,1144,5972,0.48984,0.01958,6.50185,"eukaryota_odb10","9.8","9.8","0.0","7.1","83.1","255","C:10.5%[S:10.5%,D:0.0%],F:12.1%,M:77.4%,n:124","C:11.3%[S:11.3%,D:0.0%],F:4.1%,M:84.6%,n:194","C:9.8%[S:9.8%,D:0.0%],F:7.1%,M:83.1%,n:255"
"15_5m_Bin_95-contigs","taxid assigned","based on 1103/1545 ORFs","1;131567;2","1.00;0.83;0.78","Bacteria","0.78","no support","no support","no support","no support","no support","no support","15_5m","CB",259,1164362,0,20,9894,166,1568,95595,0.38596,0.03529,1.164362,"bacteria_odb10","1.6","1.6","0.0","0.0","98.4","124","C:1.6%[S:1.6%,D:0.0%],F:0.0%,M:98.4%,n:124","C:1.0%[S:0.5%,D:0.5%],F:0.0%,M:99.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
"15_5m_Bin_96-contigs","taxid assigned","based on 1729/2674 ORFs","1;131567;2;1224","1.00;0.94;0.91;0.32","Bacteria","0.91","Proteobacteria: 0.32","no support","no support","no support","no support","no support","15_5m","CB",1725,2609301,0,613,1461,1473,1060,8313,0.52775,0.09119,2.609301,"bacteria_odb10","4.8","4.8","0.0","3.2","92.0","124","C:4.8%[S:4.8%,D:0.0%],F:3.2%,M:92.0%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:1.2%[S:1.2%,D:0.0%],F:1.2%,M:97.6%,n:255"
"15_5m_Bin_97-contigs","taxid assigned","based on 15898/16948 ORFs","1;131567;2;1224;68525;28221","1.00;1.00;0.99;0.84;0.61;0.61","Bacteria","0.99","Proteobacteria: 0.84","Deltaproteobacteria: 0.61","no support","no support","no support","no support","15_5m","CB",1788,18068236,0,414,12663,1313,5068,95086,0.49424,0.03858,18.068236,"bacteria_odb10","96.0","8.1","87.9","0.8","3.2","124","C:96.0%[S:8.1%,D:87.9%],F:0.8%,M:3.2%,n:124","C:23.2%[S:3.1%,D:20.1%],F:3.1%,M:73.7%,n:194","C:4.7%[S:1.2%,D:3.5%],F:2.4%,M:92.9%,n:255"
"15_5m_Bin_98-contigs","taxid assigned","based on 1289/1636 ORFs","1;131567;2;2323;1783234;1783273;1794810","1.00;0.99;0.86;0.61;0.61;0.60;0.54","Bacteria","0.86","no support","no support","no support","no support","no support","no support","15_5m","CB",334,1351645,0,72,5267,243,1948,102693,0.42825,0.04162,1.351645,"bacteria_odb10","54.9","46.8","8.1","9.7","35.4","124","C:54.9%[S:46.8%,D:8.1%],F:9.7%,M:35.4%,n:124","C:9.3%[S:8.8%,D:0.5%],F:3.6%,M:87.1%,n:194","C:1.2%[S:1.2%,D:0.0%],F:1.2%,M:97.6%,n:255"
"15mm_Bin_0-contigs","taxid assigned","based on 3545/4682 ORFs","1;131567;2;57723;533205;574975;574976;1951928;2052165*","1.00;0.99;0.97;0.92;0.83;0.83;0.83;0.77;0.77","Bacteria","0.97","Acidobacteria: 0.92","Holophagae: 0.83","Holophagales: 0.83","Holophagaceae: 0.83",NA,"Holophagaceae bacterium*: 0.77","15mm","CB",335,4980661,0,48,30411,199,6405,133868,0.67877,0.04206,4.980661,"acidobacteria_odb10","85.5","83.7","1.8","1.3","13.2","601","C:90.3%[S:88.7%,D:1.6%],F:6.5%,M:3.2%,n:124","C:19.1%[S:19.1%,D:0.0%],F:2.6%,M:78.3%,n:194","C:3.5%[S:3.5%,D:0.0%],F:1.6%,M:94.9%,n:255"
"15mm_Bin_10-contigs","taxid assigned","based on 1357/1674 ORFs","1;131567;2;1224;1236","1.00;0.97;0.88;0.56;0.31","Bacteria","0.88","Proteobacteria: 0.56","Gammaproteobacteria: 0.31","no support","no support","no support","no support","15mm","CB",553,1315186,0,162,2714,440,1319,10795,0.41527,0.03544,1.315186,"bacteria_odb10","41.9","41.9","0.0","20.2","37.9","124","C:41.9%[S:41.9%,D:0.0%],F:20.2%,M:37.9%,n:124","C:5.2%[S:5.2%,D:0.0%],F:3.6%,M:91.2%,n:194","C:0.8%[S:0.8%,D:0.0%],F:2.0%,M:97.2%,n:255"
"15mm_Bin_101-contigs","taxid assigned","based on 1196/1974 ORFs","1;131567;2;1783270","1.00;0.66;0.62;0.30","Bacteria","0.62","no support","no support","no support","no support","no support","no support","15mm","CB",437,1349885,0,71,4668,318,1277,63667,0.32759,0.05128,1.349885,"archaea_odb10","1.0","1.0","0.0","0.0","99.0","194","C:0.8%[S:0.8%,D:0.0%],F:1.6%,M:97.6%,n:124","C:1.0%[S:1.0%,D:0.0%],F:0.0%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255"
"15mm_Bin_102-contigs","taxid assigned","based on 2942/3145 ORFs","1;131567;2;1783270;68336;976;1937959;1936988*","1.00;1.00;1.00;0.68;0.68;0.68;0.37;0.37","Bacteria","1.00","Bacteroidetes: 0.68","Saprospiria: 0.37","Saprospirales*: 0.37","no support","no support","no support","15mm","CB",429,4007096,0,101,12457,302,4652,46728,0.47818,0.02529,4.007096,"bacteroidetes_odb10","88.8","88.8","0.0","3.5","7.7","402","C:87.9%[S:87.9%,D:0.0%],F:9.7%,M:2.4%,n:124","C:16.0%[S:16.0%,D:0.0%],F:3.6%,M:80.4%,n:194","C:2.4%[S:2.4%,D:0.0%],F:2.0%,M:95.6%,n:255"
"15mm_Bin_103-contigs","taxid assigned","based on 1850/1940 ORFs","1;131567;2;1783270;68336;976;768503;768507;89373;105","1.00;1.00;0.99;0.96;0.96;0.96;0.90;0.86;0.86;0.78","Bacteria","0.99","Bacteroidetes: 0.96","Cytophagia: 0.90","Cytophagales: 0.86","Cytophagaceae: 0.86","Runella: 0.78","no support","15mm","CB",917,1376366,0,350,1469,787,1090,4150,0.43604,0.02973,1.376366,"bacteria_odb10","11.3","11.3","0.0","13.7","75.0","124","C:11.3%[S:11.3%,D:0.0%],F:13.7%,M:75.0%,n:124","C:2.1%[S:2.1%,D:0.0%],F:0.5%,M:97.4%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
"15mm_Bin_104-contigs","taxid assigned","based on 4238/4586 ORFs","1;131567;2;1224;28216","1.00;1.00;0.96;0.73;0.46","Bacteria","0.96","Proteobacteria: 0.73","Betaproteobacteria: 0.46","no support","no support","no support","no support","15mm","CB",273,5157581,0,29,42480,138,7540,359051,0.5055,0.07197,5.157581,"bacteria_odb10","97.5","42.7","54.8","1.6","0.9","124","C:97.5%[S:42.7%,D:54.8%],F:1.6%,M:0.9%,n:124","C:21.2%[S:15.5%,D:5.7%],F:3.6%,M:75.2%,n:194","C:5.1%[S:3.5%,D:1.6%],F:1.6%,M:93.3%,n:255"
"15mm_Bin_105-contigs","taxid assigned","based on 10858/11628 ORFs","1;131567;2;1783272;200795","1.00;1.00;0.99;0.90;0.89","Bacteria","0.99","Chloroflexi: 0.89","no support","no support","no support","no support","no support","15mm","CB",3696,10528066,0,799,3450,2790,1344,45057,0.4944,0.03892,10.528066,"bacteria_odb10","65.4","46.0","19.4","16.9","17.7","124","C:65.4%[S:46.0%,D:19.4%],F:16.9%,M:17.7%,n:124","C:17.0%[S:11.3%,D:5.7%],F:5.7%,M:77.3%,n:194","C:6.3%[S:4.7%,D:1.6%],F:3.1%,M:90.6%,n:255"
"15mm_Bin_106-contigs","taxid assigned","based on 522/943 ORFs","1;131567;2","1.00;0.68;0.55","Bacteria","0.55","no support","no support","no support","no support","no support","no support","15mm","CB",318,535602,0,110,1670,268,1113,7847,0.28803,0.03916,0.535602,"archaea_odb10","0.0","0.0","0.0","0.5","99.5","194","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15mm_Bin_107-contigs","taxid assigned","based on 1733/1764 ORFs","1;131567;2;1224","1.00;1.00;1.00;0.94","Bacteria","1.00","Proteobacteria: 0.94","no support","no support","no support","no support","no support","15mm","CB",559,1243547,0,159,2405,448,1248,16319,0.29219,0.03132,1.243547,"alphaproteobacteria_odb10","60.5","47.5","13.0","16.4","23.1","432","C:64.5%[S:50.0%,D:14.5%],F:20.2%,M:15.3%,n:124","C:10.3%[S:6.2%,D:4.1%],F:6.2%,M:83.5%,n:194","C:3.9%[S:2.7%,D:1.2%],F:1.2%,M:94.9%,n:255"
"15mm_Bin_108-contigs","taxid assigned","based on 182/516 ORFs","1;131567;2759;2698737;33634;2696291;2836;33849;33850;38748","1.00;0.95;0.75;0.66;0.65;0.62;0.62;0.50;0.50;0.37","Eukaryota","0.75","Bacillariophyta: 0.62","Bacillariophyceae: 0.50","Naviculales: 0.37","no support","no support","no support","15mm","CB",269,530427,0,78,2136,219,1125,8860,0.44096,0.0428,0.530427,"Check_logs","-","-","-","-","-","-","-","-","-"
