"MAG","classification","reason","lineage","lineage.scores","superkingdom","confidence","phylum","class","order","family","genus","species","Depth.x","category","n_contigs","contig_bp","gap_pct","ctg_N50","ctg_L50","ctg_N90","ctg_L90","ctg_max","gc_avg","gc_std","size_mbp","Dataset","Complete","Single","Duplicated","Fragmented","Missing","n_markers","Scores_bacteria_odb10","Scores_archaea_odb10","Scores_eukaryota_odb10"
"15_5m_258.fa","taxid assigned","based on 12971/14596 ORFs","1;131567;2;1783257;74201","1.00;0.99;0.99;0.70;0.57","Bacteria","0.99","Verrucomicrobia: 0.57","no support","no support","no support","no support","no support","15_5m","NCB",6848,12142545,0,2312,1828,5710,1139,22266,0.62427,0.03159,12.142545,"bacteria_odb10","53.2","43.5","9.7","18.5","28.3","124","C:53.2%[S:43.5%,D:9.7%],F:18.5%,M:28.3%,n:124","C:9.8%[S:7.7%,D:2.1%],F:7.2%,M:83.0%,n:194","C:1.6%[S:1.6%,D:0.0%],F:2.4%,M:96.0%,n:255"
"15_5m_261.fa","taxid assigned","based on 7326/9464 ORFs","1;131567;2;1783270;68336;976","1.00;0.97;0.95;0.41;0.40;0.38","Bacteria","0.95","Bacteroidetes: 0.38","no support","no support","no support","no support","no support","15_5m","NCB",4330,7276409,0,1496,1676,3643,1117,15665,0.3712,0.04097,7.276409,"bacteria_odb10","42","33.9","8.1","20.2","37.8","124","C:42.0%[S:33.9%,D:8.1%],F:20.2%,M:37.8%,n:124","C:6.7%[S:5.7%,D:1.0%],F:5.2%,M:88.1%,n:194","C:3.5%[S:3.1%,D:0.4%],F:0.4%,M:96.1%,n:255"
"15_5m_264.fa","taxid assigned","based on 4298/4402 ORFs","1;131567;2;1224;1236;135613;1046;1047;61644","1.00;1.00;1.00;0.99;0.99;0.98;0.98;0.94;0.75","Bacteria","1.00","Proteobacteria: 0.99","Gammaproteobacteria: 0.99","Chromatiales: 0.98","Chromatiaceae: 0.98","Chromatium: 0.94","Chromatium okenii: 0.75","15_5m","NCB",1391,3917261,0,353,3258,1069,1459,29437,0.50721,0.0489,3.917261,"chromatiales_odb10","73","56.4","16.6","10.7","16.3","652","C:76.6%[S:52.4%,D:24.2%],F:12.1%,M:11.3%,n:124","C:16.4%[S:14.9%,D:1.5%],F:3.6%,M:80.0%,n:194","C:2.7%[S:2.7%,D:0.0%],F:2.0%,M:95.3%,n:255"
"15_5m_265.fa","taxid assigned","based on 3535/3932 ORFs","1;131567;2;1224;68525;28221;213462;213468;2357;2358*","1.00;1.00;0.98;0.82;0.77;0.77;0.41;0.41;0.40;0.40","Bacteria","0.98","Proteobacteria: 0.82","Deltaproteobacteria: 0.77","Syntrophobacterales: 0.41","Syntrophaceae: 0.41","Desulfomonile: 0.40","Desulfomonile tiedjei*: 0.40","15_5m","NCB",547,4163062,0,88,12453,372,3225,82910,0.46921,0.02841,4.163062,"bacteria_odb10","90.3","87.9","2.4","6.5","3.2","124","C:90.3%[S:87.9%,D:2.4%],F:6.5%,M:3.2%,n:124","C:21.6%[S:20.6%,D:1.0%],F:4.1%,M:74.3%,n:194","C:2.8%[S:2.0%,D:0.8%],F:1.6%,M:95.6%,n:255"
"15_5m_267.fa","taxid assigned","based on 8930/9417 ORFs","1;131567;2;1783270;68336;976;200643;1970189;1471398","1.00;1.00;0.99;0.85;0.85;0.83;0.45;0.32;0.32","Bacteria","0.99","Bacteroidetes: 0.83","Bacteroidia: 0.45","Marinilabiliales: 0.32","Prolixibacteraceae: 0.32","no support","no support","15_5m","NCB",1835,9817587,0,512,6148,1422,2988,36475,0.38627,0.02675,9.817587,"bacteroidia_odb10","88.4","41.6","46.8","3.5","8.1","538","C:78.2%[S:34.7%,D:43.5%],F:6.5%,M:15.3%,n:124","C:19.1%[S:13.9%,D:5.2%],F:4.6%,M:76.3%,n:194","C:3.2%[S:1.2%,D:2.0%],F:3.1%,M:93.7%,n:255"
"15_5m_27.fa","taxid assigned","based on 951/1011 ORFs","1;131567;2;1783257;74201","1.00;0.99;0.99;0.60;0.44","Bacteria","0.99","Verrucomicrobia: 0.44","no support","no support","no support","no support","no support","15_5m","NCB",770,1794747,0,190,2525,609,1226,28821,0.61433,0.04166,1.794747,"bacteria_odb10","0.8","0.8","0","0","99.2","124","C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15_5m_270.fa","taxid assigned","based on 1404/1429 ORFs","1;131567;2;1783272;201174;1760;52018;1883427","1.00;1.00;1.00;0.99;0.99;0.99;0.45;0.45","Bacteria","1.00","Actinobacteria: 0.99","Actinomycetia: 0.99",NA,NA,NA,"Actinobacteria bacterium: 0.45","15_5m","NCB",272,1279068,0,55,6867,186,2062,28499,0.54013,0.01765,1.279068,"micrococcales_odb10","75.8","75.6","0.2","7.8","16.4","537","C:86.3%[S:86.3%,D:0.0%],F:7.3%,M:6.4%,n:124","C:13.4%[S:13.4%,D:0.0%],F:4.6%,M:82.0%,n:194","C:3.1%[S:3.1%,D:0.0%],F:1.6%,M:95.3%,n:255"
"15_5m_271.fa","taxid assigned","based on 5278/7917 ORFs","1;131567;2","1.00;0.76;0.71","Bacteria","0.71","no support","no support","no support","no support","no support","no support","15_5m","NCB",3455,5693619,0,1168,1640,2911,1090,28085,0.34882,0.03947,5.693619,"bacteria_odb10","36.3","21","15.3","16.1","47.6","124","C:36.3%[S:21.0%,D:15.3%],F:16.1%,M:47.6%,n:124","C:3.6%[S:3.1%,D:0.5%],F:3.6%,M:92.8%,n:194","C:0.4%[S:0.4%,D:0.0%],F:1.2%,M:98.4%,n:255"
"15_5m_273.fa","taxid assigned","based on 5850/6220 ORFs","1;131567;2;1783272;200795","1.00;1.00;0.99;0.90;0.90","Bacteria","0.99","Chloroflexi: 0.90","no support","no support","no support","no support","no support","15_5m","NCB",2809,5034053,0,978,1855,2347,1166,14747,0.51013,0.03315,5.034053,"bacteria_odb10","38","31.5","6.5","16.1","45.9","124","C:38.0%[S:31.5%,D:6.5%],F:16.1%,M:45.9%,n:124","C:8.8%[S:5.2%,D:3.6%],F:6.2%,M:85.0%,n:194","C:4.3%[S:3.5%,D:0.8%],F:3.1%,M:92.6%,n:255"
"15_5m_274.fa","taxid assigned","based on 3764/4226 ORFs","1;131567;2;1224;1236;135613;1046;53452;61598","1.00;0.98;0.97;0.72;0.60;0.57;0.57;0.41;0.41","Bacteria","0.97","Proteobacteria: 0.72","Gammaproteobacteria: 0.60","Chromatiales: 0.57","Chromatiaceae: 0.57","Lamprocystis: 0.41","Lamprocystis purpurea: 0.41","15_5m","NCB",1709,3619085,0,534,2221,1393,1285,42472,0.63152,0.04396,3.619085,"bacteria_odb10","12.9","12.9","0","8.9","78.2","124","C:12.9%[S:12.9%,D:0.0%],F:8.9%,M:78.2%,n:124","C:2.6%[S:2.6%,D:0.0%],F:1.0%,M:96.4%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:255"
"15_5m_275.fa","taxid assigned","based on 19564/19787 ORFs","1;131567;2;1783272;201174;1760","1.00;1.00;1.00;0.97;0.95;0.81","Bacteria","1.00","Actinobacteria: 0.95","Actinomycetia: 0.81","no support","no support","no support","no support","15_5m","NCB",2872,18017460,0,704,7269,2186,3286,144248,0.45322,0.02411,18.01746,"bacteria_odb10","98.4","6.5","91.9","0.8","0.8","124","C:98.4%[S:6.5%,D:91.9%],F:0.8%,M:0.8%,n:124","C:21.7%[S:2.1%,D:19.6%],F:5.7%,M:72.6%,n:194","C:4.7%[S:0.0%,D:4.7%],F:2.4%,M:92.9%,n:255"
"15_5m_276.fa","taxid assigned","based on 1005/1628 ORFs","1;131567;2;1224;28211","1.00;0.81;0.74;0.36;0.31","Bacteria","0.74","Proteobacteria: 0.36","Alphaproteobacteria: 0.31","no support","no support","no support","no support","15_5m","NCB",465,1372839,0,123,3556,356,1516,21541,0.36391,0.04076,1.372839,"archaea_odb10","2.6","2.6","0","0.5","96.9","194","C:3.2%[S:2.4%,D:0.8%],F:0.8%,M:96.0%,n:124","C:2.6%[S:2.6%,D:0.0%],F:0.5%,M:96.9%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
"15_5m_277.fa","taxid assigned","based on 1326/1369 ORFs","1;131567;2;1783272;201174;1760;52018;1883427","1.00;1.00;1.00;0.96;0.95;0.90;0.79;0.79","Bacteria","1.00","Actinobacteria: 0.95","Actinomycetia: 0.90",NA,NA,NA,"Actinobacteria bacterium: 0.79","15_5m","NCB",315,1114630,0,73,4650,231,1638,18798,0.45022,0.01487,1.11463,"bacteria_odb10","41.1","41.1","0","9.7","49.2","124","C:41.1%[S:41.1%,D:0.0%],F:9.7%,M:49.2%,n:124","C:10.8%[S:10.8%,D:0.0%],F:4.6%,M:84.6%,n:194","C:3.5%[S:3.5%,D:0.0%],F:2.0%,M:94.5%,n:255"
"15_5m_278.fa","taxid assigned","based on 1761/2913 ORFs","1;131567;2;203691;1130380;2202144","1.00;0.81;0.77;0.32;0.32;0.32","Bacteria","0.77","Spirochaetes: 0.32",NA,NA,NA,NA,"Spirochaetes bacterium: 0.32","15_5m","NCB",180,2147430,0,19,22384,111,4496,147651,0.32493,0.02728,2.14743,"bacteria_odb10","1.6","0.8","0.8","0","98.4","124","C:1.6%[S:0.8%,D:0.8%],F:0.0%,M:98.4%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.5%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15_5m_28.fa","taxid assigned","based on 710/1006 ORFs","1;131567;2","1.00;0.80;0.75","Bacteria","0.75","no support","no support","no support","no support","no support","no support","15_5m","NCB",236,744945,0,43,3871,174,1379,32834,0.41629,0.02991,0.744945,"bacteria_odb10","1.6","1.6","0","0","98.4","124","C:1.6%[S:1.6%,D:0.0%],F:0.0%,M:98.4%,n:124","C:1.0%[S:0.5%,D:0.5%],F:0.0%,M:99.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
"15_5m_280.fa","taxid assigned","based on 6553/7696 ORFs","1;131567;2;1224;68525;28221","1.00;1.00;0.98;0.49;0.36;0.35","Bacteria","0.98","Proteobacteria: 0.49","Deltaproteobacteria: 0.35","no support","no support","no support","no support","15_5m","NCB",3168,6379063,0,1063,2116,2606,1265,27397,0.47173,0.03255,6.379063,"bacteria_odb10","35.5","29","6.5","12.1","52.4","124","C:35.5%[S:29.0%,D:6.5%],F:12.1%,M:52.4%,n:124","C:7.2%[S:5.7%,D:1.5%],F:2.6%,M:90.2%,n:194","C:1.2%[S:1.2%,D:0.0%],F:2.0%,M:96.8%,n:255"
"15_5m_281.fa","taxid assigned","based on 21201/22686 ORFs","1;131567;2;1783270;68336;976;200643","1.00;1.00;1.00;0.89;0.89;0.87;0.42","Bacteria","1.00","Bacteroidetes: 0.87","Bacteroidia: 0.42","no support","no support","no support","no support","15_5m","NCB",1685,27173945,0,275,24976,1125,6777,179171,0.40532,0.0205,27.173945,"bacteria_odb10","100","3.2","96.8","0","0","124","C:100.0%[S:3.2%,D:96.8%],F:0.0%,M:0.0%,n:124","C:25.8%[S:2.1%,D:23.7%],F:3.1%,M:71.1%,n:194","C:6.3%[S:2.4%,D:3.9%],F:2.0%,M:91.7%,n:255"
"15_5m_282.fa","taxid assigned","based on 707/1329 ORFs","1;131567;2","1.00;0.93;0.86","Bacteria","0.86","no support","no support","no support","no support","no support","no support","15_5m","NCB",298,1185683,0,60,5319,209,1710,24087,0.38511,0.04842,1.185683,"archaea_odb10","2.6","2.6","0","0","97.4","194","C:1.6%[S:0.0%,D:1.6%],F:2.4%,M:96.0%,n:124","C:2.6%[S:2.6%,D:0.0%],F:0.0%,M:97.4%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
"15_5m_29.fa","taxid assigned","based on 3772/3917 ORFs","1;131567;2;1783270;68336;976","1.00;1.00;0.96;0.86;0.86;0.85","Bacteria","0.96","Bacteroidetes: 0.85","no support","no support","no support","no support","no support","15_5m","NCB",1714,3078125,0,591,1861,1432,1157,7474,0.40719,0.02671,3.078125,"bacteria_odb10","39.5","35.5","4","25","35.5","124","C:39.5%[S:35.5%,D:4.0%],F:25.0%,M:35.5%,n:124","C:6.7%[S:6.2%,D:0.5%],F:3.6%,M:89.7%,n:194","C:0.8%[S:0.8%,D:0.0%],F:2.0%,M:97.2%,n:255"
"15_5m_3.fa","taxid assigned","based on 774/2040 ORFs","1;131567;2759;33090;3041;2692248;75966;35460;35461;2511126;3071;1962113;1650286","1.00;0.99;0.92;0.90;0.89;0.89;0.80;0.78;0.78;0.72;0.52;0.37;0.37","Eukaryota","0.92","Chlorophyta: 0.89","Trebouxiophyceae: 0.80","Chlorellales: 0.78","Chlorellaceae: 0.78","Chlorella: 0.52","Chlorella desiccata (nom. nud.): 0.37","15_5m","NCB",784,1851727,0,237,2693,627,1328,31703,0.70001,0.05096,1.851727,"eukaryota_odb10","2.4","2.4","0","3.1","94.5","255","C:2.4%[S:2.4%,D:0.0%],F:4.0%,M:93.6%,n:124","C:1.0%[S:1.0%,D:0.0%],F:2.1%,M:96.9%,n:194","C:2.4%[S:2.4%,D:0.0%],F:3.1%,M:94.5%,n:255"
"15_5m_32.fa","taxid assigned","based on 3020/3211 ORFs","1;131567;2;1783270;68336;976","1.00;1.00;0.99;0.93;0.93;0.90","Bacteria","0.99","Bacteroidetes: 0.90","no support","no support","no support","no support","no support","15_5m","NCB",481,3415761,0,120,8745,358,3591,45495,0.32938,0.01773,3.415761,"bacteria_odb10","51.6","51.6","0","8.1","40.3","124","C:51.6%[S:51.6%,D:0.0%],F:8.1%,M:40.3%,n:124","C:13.9%[S:13.9%,D:0.0%],F:3.1%,M:83.0%,n:194","C:3.1%[S:3.1%,D:0.0%],F:2.7%,M:94.2%,n:255"
"15_5m_37.fa","taxid assigned","based on 6137/6846 ORFs","1;131567;2;1783270;68336;976","1.00;1.00;0.98;0.79;0.79;0.75","Bacteria","0.98","Bacteroidetes: 0.75","no support","no support","no support","no support","no support","15_5m","NCB",2712,6126747,0,900,2427,2207,1399,24386,0.41085,0.03056,6.126747,"bacteria_odb10","62.1","32.3","29.8","10.5","27.4","124","C:62.1%[S:32.3%,D:29.8%],F:10.5%,M:27.4%,n:124","C:12.4%[S:9.8%,D:2.6%],F:2.6%,M:85.0%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:255"
"15_5m_38.fa","taxid assigned","based on 5304/5597 ORFs","1;131567;2;1783270;68336;976;200643","1.00;1.00;0.98;0.81;0.81;0.76;0.32","Bacteria","0.98","Bacteroidetes: 0.76","Bacteroidia: 0.32","no support","no support","no support","no support","15_5m","NCB",558,6693366,0,37,36454,345,4193,253135,0.35875,0.02302,6.693366,"bacteria_odb10","96.8","83.1","13.7","1.6","1.6","124","C:96.8%[S:83.1%,D:13.7%],F:1.6%,M:1.6%,n:124","C:21.1%[S:17.0%,D:4.1%],F:4.1%,M:74.8%,n:194","C:4.3%[S:4.3%,D:0.0%],F:2.7%,M:93.0%,n:255"
"15_5m_39.fa","taxid assigned","based on 1888/2085 ORFs","1;131567;2;1783272;1239;186801;186802","1.00;0.99;0.97;0.71;0.66;0.47;0.38","Bacteria","0.97","Firmicutes: 0.66","Clostridia: 0.47","Eubacteriales: 0.38","no support","no support","no support","15_5m","NCB",937,1639254,0,320,1783,785,1136,9119,0.53646,0.03641,1.639254,"bacteria_odb10","9.7","9.7","0","16.1","74.2","124","C:9.7%[S:9.7%,D:0.0%],F:16.1%,M:74.2%,n:124","C:2.1%[S:2.1%,D:0.0%],F:3.6%,M:94.3%,n:194","C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.6%,n:255"
"15_5m_4.fa","taxid assigned","based on 1178/1355 ORFs","1;131567;2;2323;1783234;1783273;1794810","1.00;1.00;0.99;0.71;0.71;0.69;0.63","Bacteria","0.99","no support","no support","no support","no support","no support","no support","15_5m","NCB",318,1112854,0,70,4934,230,1551,21261,0.43685,0.02849,1.112854,"bacteria_odb10","46","46","0","14.5","39.5","124","C:46.0%[S:46.0%,D:0.0%],F:14.5%,M:39.5%,n:124","C:7.7%[S:7.2%,D:0.5%],F:2.6%,M:89.7%,n:194","C:1.2%[S:1.2%,D:0.0%],F:0.8%,M:98.0%,n:255"
"15_5m_40.fa","taxid assigned","based on 1818/2695 ORFs","1;131567;2","1.00;0.75;0.74","Bacteria","0.74","no support","no support","no support","no support","no support","no support","15_5m","NCB",183,2136118,0,24,22839,112,4600,115206,0.31563,0.02866,2.136118,"bacteria_odb10","0.8","0.8","0","2.4","96.8","124","C:0.8%[S:0.8%,D:0.0%],F:2.4%,M:96.8%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.5%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15_5m_45.fa","taxid assigned","based on 4612/8148 ORFs","1;131567;2759;2698737;33634;2696291;2836;33849;33850;33851;33852;2857;303405","1.00;0.99;0.90;0.88;0.87;0.87;0.87;0.81;0.81;0.65;0.65;0.34;0.34","Eukaryota","0.90","Bacillariophyta: 0.87","Bacillariophyceae: 0.81","Bacillariales: 0.65","Bacillariaceae: 0.65","Nitzschia: 0.34","Nitzschia inconspicua: 0.34","15_5m","NCB",4164,7399847,0,1500,1847,3493,1180,12300,0.48962,0.01822,7.399847,"eukaryota_odb10","12.2","12.2","0","6.7","81.1","255","C:14.5%[S:14.5%,D:0.0%],F:10.5%,M:75.0%,n:124","C:11.9%[S:11.9%,D:0.0%],F:4.6%,M:83.5%,n:194","C:12.2%[S:12.2%,D:0.0%],F:6.7%,M:81.1%,n:255"
"15_5m_46.fa","taxid assigned","based on 2979/3052 ORFs","1;131567;2;1224;28211","1.00;1.00;1.00;0.96;0.93","Bacteria","1.00","Proteobacteria: 0.96","Alphaproteobacteria: 0.93","no support","no support","no support","no support","15_5m","NCB",180,3152925,0,31,31224,109,7316,112031,0.64202,0.02115,3.152925,"alphaproteobacteria_odb10","95.8","95.6","0.2","2.3","1.9","432","C:99.2%[S:99.2%,D:0.0%],F:0.0%,M:0.8%,n:124","C:15.5%[S:15.5%,D:0.0%],F:4.6%,M:79.9%,n:194","C:6.3%[S:6.3%,D:0.0%],F:0.8%,M:92.9%,n:255"
"15_5m_47.fa","taxid assigned (2/2)","based on 237/1345 ORFs","1;131567;2","1.00;0.92;0.52","Bacteria","0.52","no support","no support","no support","no support","no support","no support","15_5m","NCB",1107,1846594,0,387,1701,932,1106,7722,0.29059,0.03868,1.846594,"archaea_odb10","0.5","0.5","0","0","99.5","194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:124","C:0.5%[S:0.5%,D:0.0%],F:0.0%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:255"
"15_5m_48.fa","taxid assigned","based on 4971/6991 ORFs","1;131567;2","1.00;0.85;0.81","Bacteria","0.81","no support","no support","no support","no support","no support","no support","15_5m","NCB",3552,4717870,0,1423,1258,3096,1035,7942,0.4811,0.03987,4.71787,"bacteria_odb10","38.7","28.2","10.5","19.4","41.9","124","C:38.7%[S:28.2%,D:10.5%],F:19.4%,M:41.9%,n:124","C:3.1%[S:3.1%,D:0.0%],F:2.6%,M:94.3%,n:194","C:1.6%[S:1.6%,D:0.0%],F:2.0%,M:96.4%,n:255"
"15_5m_49.fa","taxid assigned","based on 4888/5121 ORFs","1;131567;2;1783270;68336;976","1.00;1.00;1.00;0.78;0.78;0.78","Bacteria","1.00","Bacteroidetes: 0.78","no support","no support","no support","no support","no support","15_5m","NCB",609,6268732,0,75,19939,395,4030,212397,0.46031,0.03146,6.268732,"bacteroidetes_odb10","96.1","57","39.1","0.5","3.4","402","C:96.7%[S:54.8%,D:41.9%],F:2.4%,M:0.9%,n:124","C:18.5%[S:13.9%,D:4.6%],F:2.6%,M:78.9%,n:194","C:3.6%[S:2.0%,D:1.6%],F:2.0%,M:94.4%,n:255"
"15_5m_50.fa","taxid assigned","based on 784/965 ORFs","1;131567;2;2323;1783234","1.00;1.00;0.97;0.32;0.32","Bacteria","0.97","no support","no support","no support","no support","no support","no support","15_5m","NCB",36,930669,0,1,650989,5,24340,650989,0.43241,0.03395,0.930669,"bacteria_odb10","56.4","54","2.4","11.3","32.3","124","C:56.4%[S:54.0%,D:2.4%],F:11.3%,M:32.3%,n:124","C:8.8%[S:8.8%,D:0.0%],F:1.5%,M:89.7%,n:194","C:1.2%[S:1.2%,D:0.0%],F:0.4%,M:98.4%,n:255"
"15_5m_51.fa","taxid assigned","based on 1257/1400 ORFs","1;131567;2;1224;68525;29547","1.00;0.99;0.98;0.60;0.51;0.49","Bacteria","0.98","Proteobacteria: 0.60","Epsilonproteobacteria: 0.49","no support","no support","no support","no support","15_5m","NCB",526,978013,0,173,1908,436,1151,6176,0.29576,0.02946,0.978013,"bacteria_odb10","28.2","28.2","0","22.6","49.2","124","C:28.2%[S:28.2%,D:0.0%],F:22.6%,M:49.2%,n:124","C:4.1%[S:4.1%,D:0.0%],F:2.1%,M:93.8%,n:194","C:1.6%[S:1.6%,D:0.0%],F:0.4%,M:98.0%,n:255"
"15_5m_53.fa","taxid assigned","based on 1132/1238 ORFs","1;131567;2;1783270;68336;1134404","1.00;1.00;0.98;0.68;0.67;0.35","Bacteria","0.98","Ignavibacteriae: 0.35","no support","no support","no support","no support","no support","15_5m","NCB",582,946600,0,205,1603,492,1101,6663,0.39072,0.03285,0.9466,"bacteria_odb10","12.9","12.1","0.8","12.1","75","124","C:12.9%[S:12.1%,D:0.8%],F:12.1%,M:75.0%,n:124","C:1.5%[S:1.5%,D:0.0%],F:3.1%,M:95.4%,n:194","C:1.2%[S:1.2%,D:0.0%],F:2.4%,M:96.4%,n:255"
"15_5m_6.fa","taxid assigned","based on 1444/1825 ORFs","1;131567;2;2323;1783234;1783273;363464;1046947;2044595","1.00;1.00;0.98;0.85;0.85;0.83;0.82;0.82;0.79","Bacteria","0.98","Candidatus Gracilibacteria: 0.82",NA,NA,NA,NA,"Candidatus Gracilibacteria bacterium: 0.79","15_5m","NCB",217,1939352,0,35,16294,131,3269,77356,0.24514,0.02497,1.939352,"mollicutes_odb10","41.1","37.1","4","4","54.9","151","C:49.2%[S:46.0%,D:3.2%],F:17.7%,M:33.1%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:255"
"15_5m_60.fa","taxid assigned","based on 9361/10582 ORFs","1;131567;2;1783257;74201","1.00;1.00;0.99;0.61;0.53","Bacteria","0.99","Verrucomicrobia: 0.53","no support","no support","no support","no support","no support","15_5m","NCB",1143,12779518,0,196,16178,793,4898,133862,0.57198,0.03813,12.779518,"bacteria_odb10","87.9","54","33.9","2.4","9.7","124","C:87.9%[S:54.0%,D:33.9%],F:2.4%,M:9.7%,n:124","C:19.6%[S:10.8%,D:8.8%],F:5.2%,M:75.2%,n:194","C:6.3%[S:4.7%,D:1.6%],F:2.0%,M:91.7%,n:255"
"15_5m_61.fa","taxid assigned","based on 2727/3036 ORFs","1;131567;2;1783270;68336","1.00;1.00;0.98;0.51;0.50","Bacteria","0.98","no support","no support","no support","no support","no support","no support","15_5m","NCB",92,3789054,0,16,81212,51,25150,206701,0.35365,0.01567,3.789054,"bacteria_odb10","91.9","91.9","0","4","4.1","124","C:91.9%[S:91.9%,D:0.0%],F:4.0%,M:4.1%,n:124","C:20.1%[S:20.1%,D:0.0%],F:3.6%,M:76.3%,n:194","C:3.9%[S:3.9%,D:0.0%],F:2.4%,M:93.7%,n:255"
"15_5m_63.fa","taxid assigned","based on 5491/8085 ORFs","1;131567;2","1.00;0.63;0.56","Bacteria","0.56","no support","no support","no support","no support","no support","no support","15_5m","NCB",551,6279737,0,81,20118,353,4750,155815,0.32703,0.03082,6.279737,"bacteria_odb10","5.6","5.6","0","4.8","89.6","124","C:5.6%[S:5.6%,D:0.0%],F:4.8%,M:89.6%,n:124","C:3.6%[S:3.1%,D:0.5%],F:1.0%,M:95.4%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.0%,M:99.2%,n:255"
"15_5m_64.fa","taxid assigned","based on 733/739 ORFs","1;131567;2;1224;28216;32003;32011","1.00;1.00;1.00;0.87;0.85;0.52;0.52","Bacteria","1.00","Proteobacteria: 0.87","Betaproteobacteria: 0.85","Nitrosomonadales: 0.52","Methylophilaceae: 0.52","no support","no support","15_5m","NCB",288,535306,0,99,1893,240,1160,8035,0.37825,0.02556,0.535306,"bacteria_odb10","26.6","17.7","8.9","7.3","66.1","124","C:26.6%[S:17.7%,D:8.9%],F:7.3%,M:66.1%,n:124","C:6.1%[S:4.6%,D:1.5%],F:1.0%,M:92.9%,n:194","C:2.4%[S:2.0%,D:0.4%],F:0.4%,M:97.2%,n:255"
"15_5m_65.fa","taxid assigned","based on 3307/3500 ORFs","1;131567;2;1783272;200795;301297;1318598;2026734","1.00;1.00;0.98;0.83;0.82;0.59;0.58;0.58","Bacteria","0.98","Chloroflexi: 0.82","Dehalococcoidia: 0.59",NA,NA,NA,"Dehalococcoidia bacterium: 0.58","15_5m","NCB",1355,2593595,0,426,1993,1114,1158,14014,0.54106,0.03524,2.593595,"bacteria_odb10","51.6","48.4","3.2","26.6","21.8","124","C:51.6%[S:48.4%,D:3.2%],F:26.6%,M:21.8%,n:124","C:10.3%[S:9.8%,D:0.5%],F:8.8%,M:80.9%,n:194","C:3.1%[S:2.7%,D:0.4%],F:1.2%,M:95.7%,n:255"
"15_5m_66.fa","taxid assigned (1/2)","based on 4098/4252 ORFs","1;131567;2;1224;68525;28221;122706;2026735","1.00;1.00;1.00;0.89;0.85;0.85;0.39;0.39","Bacteria","1.00","Proteobacteria: 0.89","Deltaproteobacteria: 0.85",NA,NA,NA,"Deltaproteobacteria bacterium: 0.39","15_5m","NCB",1628,3295318,0,538,2159,1334,1242,13600,0.53625,0.03483,3.295318,"bacteria_odb10","42.8","36.3","6.5","20.2","37","124","C:42.8%[S:36.3%,D:6.5%],F:20.2%,M:37.0%,n:124","C:9.3%[S:7.2%,D:2.1%],F:6.7%,M:84.0%,n:194","C:2.0%[S:1.6%,D:0.4%],F:3.9%,M:94.1%,n:255"
"15_5m_67.fa","taxid assigned","based on 2143/2172 ORFs","1;131567;2;1783270;68336;976;1853228;1853229;563835;569836;1869212","1.00;1.00;1.00;0.99;0.99;0.99;0.96;0.32;0.32;0.32;0.32","Bacteria","1.00","Bacteroidetes: 0.99","Chitinophagia: 0.96","Chitinophagales: 0.32","Chitinophagaceae: 0.32",NA,"Chitinophagaceae bacterium: 0.32","15_5m","NCB",404,2284624,0,74,8779,271,2619,60163,0.35625,0.0163,2.284624,"bacteroidetes_odb10","72.6","72.6","0","6.2","21.2","402","C:62.9%[S:62.9%,D:0.0%],F:10.5%,M:26.6%,n:124","C:13.4%[S:12.4%,D:1.0%],F:2.1%,M:84.5%,n:194","C:3.5%[S:3.5%,D:0.0%],F:0.8%,M:95.7%,n:255"
