# bin	classification	reason	lineage	lineage scores	superkingdom	phylum	class	order	family	genus	species
9m_58.fa	taxid assigned	based on 4/20 ORFs	1;10239;2732004;2732005;2732007;2732523;2732524;10501;181084;880158;1586713	1.00;0.71;0.71;0.71;0.64;0.64;0.64;0.64;0.64;0.64;0.64	Viruses: 0.71	Nucleocytoviricota: 0.64	Megaviricetes: 0.64	Algavirales: 0.64	Phycodnaviridae: 0.64	Prasinovirus: 0.64	Yellowstone lake phycodnavirus 1: 0.64
9m_59.fa	taxid assigned	based on 332/550 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;0.98;0.96;0.75;0.75;0.75;0.74;0.74	Bacteria: 0.96	Actinobacteria: 0.75	Actinomycetia: 0.75	NA	NA	NA	Actinobacteria bacterium: 0.74
9m_6.fa	no taxid assigned	no hits to database
9m_60.fa	taxid assigned (1/2)	based on 5/78 ORFs	1;131567;2;1783272;201174;1760;85007;85025;1817;228599	1.00;1.00;0.67;0.67;0.52;0.52;0.52;0.52;0.52;0.52	Bacteria: 0.67	Actinobacteria: 0.52	Actinomycetia: 0.52	Corynebacteriales: 0.52	Nocardiaceae: 0.52	Nocardia: 0.52	Nocardia higoensis: 0.52
9m_60.fa	taxid assigned (2/2)	based on 5/78 ORFs	1;131567;2759;3027;589342;589343;55528;55529*;905079*	1.00;1.00;0.33;0.33;0.33;0.33;0.33;0.33;0.33	Eukaryota: 0.33	NA	Cryptophyceae: 0.33	Pyrenomonadales: 0.33	Geminigeraceae: 0.33	Guillardia: 0.33	Guillardia theta*: 0.33
9m_61.fa	taxid assigned	based on 8079/8219 ORFs	1;131567;2;1783270;68336;976;1853228	1.00;1.00;1.00;0.98;0.98;0.98;0.92	Bacteria: 1.00	Bacteroidetes: 0.98	Chitinophagia: 0.92	no support	no support	no support	no support
9m_62.fa	taxid assigned	based on 35/83 ORFs	1;131567;2	1.00;0.72;0.72	Bacteria: 0.72	no support	no support	no support	no support	no support	no support
9m_63.fa	taxid assigned	based on 1572/1641 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;1.00;1.00;0.96;0.96;0.96;0.72;0.72	Bacteria: 1.00	Actinobacteria: 0.96	Actinomycetia: 0.96	NA	NA	NA	Actinobacteria bacterium: 0.72
9m_64.fa	taxid assigned	based on 2/5 ORFs	1;131567;2;1783272;201174;1760	1.00;0.61;0.61;0.61;0.61;0.61	Bacteria: 0.61	Actinobacteria: 0.61	Actinomycetia: 0.61	no support	no support	no support	no support
9m_65.fa	taxid assigned (1/2)	based on 45/48 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41	Viruses: 0.41	Uroviricota: 0.41	Caudoviricetes: 0.41	Caudovirales: 0.41	NA	NA	uncultured Caudovirales phage: 0.41
9m_65.fa	taxid assigned (2/2)	based on 45/48 ORFs	1;131567;2	1.00;0.31;0.31	Bacteria: 0.31	no support	no support	no support	no support	no support	no support
9m_66.fa	taxid assigned	based on 4320/4430 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;1.00;1.00;0.97;0.97;0.97;0.82;0.82	Bacteria: 1.00	Actinobacteria: 0.97	Actinomycetia: 0.97	NA	NA	NA	Actinobacteria bacterium: 0.82
9m_67.fa	taxid assigned (1/2)	based on 3176/3664 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.33;0.33;0.33;0.33;0.33;0.33;0.32;0.32	Viruses: 0.33	Uroviricota: 0.33	Caudoviricetes: 0.33	Caudovirales: 0.33	NA	NA	uncultured Caudovirales phage: 0.32
9m_67.fa	taxid assigned (2/2)	based on 3176/3664 ORFs	1;131567;2	1.00;0.46;0.42	Bacteria: 0.42	no support	no support	no support	no support	no support	no support
9m_68.fa	no taxid assigned	no hits to database
9m_69.fa	no taxid assigned	no hits to database
9m_7.fa	taxid assigned	based on 354/416 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.92;0.92;0.92;0.92;0.92;0.92;0.91;0.91	Viruses: 0.92	Uroviricota: 0.92	Caudoviricetes: 0.92	Caudovirales: 0.92	NA	NA	uncultured Caudovirales phage: 0.91
9m_70.fa	taxid assigned	based on 3145/3662 ORFs	1;131567;2;1783257;74201	1.00;1.00;0.99;0.72;0.63	Bacteria: 0.99	Verrucomicrobia: 0.63	no support	no support	no support	no support	no support
9m_71.fa	no taxid assigned	no hits to database
9m_72.fa	taxid assigned (1/2)	based on 2/9 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.40;0.40;0.40;0.40;0.40;0.40;0.40;0.40	Viruses: 0.40	Uroviricota: 0.40	Caudoviricetes: 0.40	Caudovirales: 0.40	NA	NA	uncultured Caudovirales phage: 0.40
9m_72.fa	taxid assigned (2/2)	based on 2/9 ORFs	1;131567;2;1224;28216;33809;2013707	1.00;0.60;0.60;0.60;0.60;0.60;0.60	Bacteria: 0.60	Proteobacteria: 0.60	Betaproteobacteria: 0.60	NA	NA	NA	Betaproteobacteria bacterium HGW-Betaproteobacteria-16: 0.60
9m_73.fa	taxid assigned (1/2)	based on 192/249 ORFs	1;131567;2;1783270;68336;976	1.00;0.92;0.91;0.41;0.41;0.41	Bacteria: 0.91	Bacteroidetes: 0.41	no support	no support	no support	no support	no support
9m_73.fa	taxid assigned (2/2)	based on 192/249 ORFs	1;131567;2;1224	1.00;0.92;0.91;0.30	Bacteria: 0.91	Proteobacteria: 0.30	no support	no support	no support	no support	no support
9m_74.fa	no taxid assigned	no hits to database
9m_75.fa	taxid assigned	based on 718/1935 ORFs	1;131567;2759;2698737	1.00;0.99;0.64;0.35	Eukaryota: 0.64	no support	no support	no support	no support	no support	no support
9m_76.fa	taxid assigned	based on 175/350 ORFs	1;131567;2;1783270;68336	1.00;0.75;0.71;0.30;0.30	Bacteria: 0.71	no support	no support	no support	no support	no support	no support
9m_77.fa	taxid assigned	based on 2292/2398 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;0.97;0.75;0.75;0.74	Bacteria: 0.97	Bacteroidetes: 0.74	no support	no support	no support	no support	no support
9m_78.fa	taxid assigned	based on 7158/7345 ORFs	1;131567;2;1783270;68336;976;117743;200644;1853230;1986672;2026728	1.00;1.00;1.00;0.94;0.94;0.94;0.78;0.75;0.73;0.71;0.71	Bacteria: 1.00	Bacteroidetes: 0.94	Flavobacteriia: 0.78	Flavobacteriales: 0.75	Crocinitomicaceae: 0.73	NA	Crocinitomicaceae bacterium: 0.71
9m_79.fa	taxid assigned	based on 5/7 ORFs	1;131567;2;1224;28211;33807;1913988	1.00;1.00;1.00;0.66;0.66;0.66;0.66	Bacteria: 1.00	Proteobacteria: 0.66	Alphaproteobacteria: 0.66	NA	NA	NA	Alphaproteobacteria bacterium: 0.66
9m_8.fa	taxid assigned	based on 711/1289 ORFs	1;131567;2	1.00;0.75;0.65	Bacteria: 0.65	no support	no support	no support	no support	no support	no support
9m_80.fa	taxid assigned	based on 1049/1160 ORFs	1;131567;2;1224	1.00;0.94;0.92;0.51	Bacteria: 0.92	Proteobacteria: 0.51	no support	no support	no support	no support	no support
9m_81.fa	taxid assigned	based on 25757/26145 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;1.00;1.00;0.97;0.96;0.86;0.37;0.37	Bacteria: 1.00	Actinobacteria: 0.96	Actinomycetia: 0.86	NA	NA	NA	Actinobacteria bacterium: 0.37
9m_82.fa	taxid assigned	based on 4811/5082 ORFs	1;131567;2;1783257;74201	1.00;1.00;1.00;0.89;0.89	Bacteria: 1.00	Verrucomicrobia: 0.89	no support	no support	no support	no support	no support
9m_83.fa	taxid assigned (1/2)	based on 5286/6610 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.36;0.36;0.36;0.36;0.36;0.36;0.34;0.34	Viruses: 0.36	Uroviricota: 0.36	Caudoviricetes: 0.36	Caudovirales: 0.36	NA	NA	uncultured Caudovirales phage: 0.34
9m_83.fa	taxid assigned (2/2)	based on 5286/6610 ORFs	1;131567;2	1.00;0.45;0.41	Bacteria: 0.41	no support	no support	no support	no support	no support	no support
9m_84.fa	taxid assigned	based on 683/768 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;0.95;0.77;0.76;0.75	Bacteria: 0.95	Bacteroidetes: 0.75	no support	no support	no support	no support	no support
9m_85.fa	taxid assigned	based on 146/256 ORFs	1;131567;2	1.00;0.68;0.57	Bacteria: 0.57	no support	no support	no support	no support	no support	no support
9m_86.fa	taxid assigned	based on 2566/2683 ORFs	1;131567;2;1783270;68336;976	1.00;1.00;1.00;0.96;0.96;0.95	Bacteria: 1.00	Bacteroidetes: 0.95	no support	no support	no support	no support	no support
9m_87.fa	taxid assigned	based on 3425/3501 ORFs	1;131567;2;1783272;200795	1.00;1.00;1.00;0.67;0.65	Bacteria: 1.00	Chloroflexi: 0.65	no support	no support	no support	no support	no support
9m_88.fa	taxid assigned	based on 12757/14790 ORFs	1;131567;2;1783270;68336;976	1.00;0.97;0.94;0.51;0.51;0.50	Bacteria: 0.94	Bacteroidetes: 0.50	no support	no support	no support	no support	no support
9m_89.fa	taxid assigned	based on 7/27 ORFs	1;131567;2;203691;1130380;2202144	1.00;0.91;0.91;0.55;0.55;0.55	Bacteria: 0.91	Spirochaetes: 0.55	NA	NA	NA	NA	Spirochaetes bacterium: 0.55
9m_9.fa	taxid assigned	based on 7507/7654 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;1.00;1.00;0.85;0.85;0.45;0.45;0.34	Bacteria: 1.00	Actinobacteria: 0.85	Actinomycetia: 0.45	NA	NA	NA	Actinobacteria bacterium: 0.34
9m_90.fa	taxid assigned	based on 4093/4206 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;1.00;1.00;0.89;0.88;0.86;0.73;0.72	Bacteria: 1.00	Actinobacteria: 0.88	Actinomycetia: 0.86	NA	NA	NA	Actinobacteria bacterium: 0.72
9m_91.fa	no taxid assigned	no hits to database
9m_92.fa	taxid assigned (1/2)	based on 62/345 ORFs	1;131567;2	1.00;0.98;0.38	Bacteria: 0.38	no support	no support	no support	no support	no support	no support
9m_92.fa	taxid assigned (2/2)	based on 62/345 ORFs	1;131567;2759	1.00;0.98;0.44	Eukaryota: 0.44	no support	no support	no support	no support	no support	no support
9m_93.fa	taxid assigned	based on 185/317 ORFs	1;131567;2	1.00;0.96;0.92	Bacteria: 0.92	no support	no support	no support	no support	no support	no support
9m_94.fa	taxid assigned	based on 9/19 ORFs	1;131567;2;1783272;201174;1760;52018;1883427	1.00;1.00;1.00;0.82;0.82;0.82;0.82;0.82	Bacteria: 1.00	Actinobacteria: 0.82	Actinomycetia: 0.82	NA	NA	NA	Actinobacteria bacterium: 0.82
9m_95.fa	taxid assigned	based on 103/174 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.63;0.63;0.63;0.63;0.63;0.63;0.61;0.61	Viruses: 0.63	Uroviricota: 0.63	Caudoviricetes: 0.63	Caudovirales: 0.63	NA	NA	uncultured Caudovirales phage: 0.61
9m_96.fa	taxid assigned	based on 1504/2266 ORFs	1;131567;2	1.00;0.96;0.95	Bacteria: 0.95	no support	no support	no support	no support	no support	no support
9m_97.fa	taxid assigned (1/2)	based on 1701/2047 ORFs	1;10239;2731341;2731360;2731618;2731619;28883;2100420;2100421	1.00;0.53;0.53;0.53;0.53;0.53;0.53;0.51;0.51	Viruses: 0.53	Uroviricota: 0.53	Caudoviricetes: 0.53	Caudovirales: 0.53	NA	NA	uncultured Caudovirales phage: 0.51
9m_97.fa	taxid assigned (2/2)	based on 1701/2047 ORFs	1;131567;2	1.00;0.37;0.36	Bacteria: 0.36	no support	no support	no support	no support	no support	no support
9m_98.fa	taxid assigned	based on 955/1546 ORFs	1;131567;2	1.00;0.58;0.57	Bacteria: 0.57	no support	no support	no support	no support	no support	no support
9m_99.fa	taxid assigned (1/2)	based on 94/300 ORFs	1;131567;2759	1.00;0.96;0.33	Eukaryota: 0.33	no support	no support	no support	no support	no support	no support
9m_99.fa	taxid assigned (2/2)	based on 94/300 ORFs	1;131567;2	1.00;0.96;0.49	Bacteria: 0.49	no support	no support	no support	no support	no support	no support
