n_contigs	contig_bp	gap_pct	ctg_N50	ctg_L50	ctg_N90	ctg_L90	ctg_max	gc_avg	gc_std	filename
218	419854	0.000	67	2069	180	1153	6163	0.24711	0.03605	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_126-contigs.fa
590	1388565	0.000	128	2771	461	1164	12133	0.49918	0.04377	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_127-contigs.fa
629	1150294	0.000	178	1742	520	1100	109863	0.32309	0.04548	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_128-contigs.fa
2	2873	0.000	1	1530	2	1343	1530	0.18413	0.05775	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_129-contigs.fa
6197	9690130	0.000	2213	1546	5273	1075	11767	0.58980	0.04753	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_12-contigs.fa
4	6233	0.000	2	1618	4	1236	2061	0.30691	0.04770	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_130-contigs.fa
154	253733	0.000	53	1626	131	1094	6144	0.61509	0.03406	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_131-contigs.fa
687	9847191	0.000	142	20258	476	6922	103406	0.62316	0.04533	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_132-contigs.fa
1	1544	0.000	1	1544	1	1544	1544	0.40155	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_133-contigs.fa
2	2062	0.000	1	1049	2	1013	1049	0.57032	0.02350	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_134-contigs.fa
2	3813	0.000	1	2466	2	1347	2466	0.51954	0.00625	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_135-contigs.fa
77	248054	0.000	12	4976	56	1288	16957	0.49838	0.06077	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_136-contigs.fa
114	272760	0.000	28	2697	90	1208	9812	0.47789	0.04630	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_137-contigs.fa
1	1411	0.000	1	1411	1	1411	1411	0.68604	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_138-contigs.fa
77	115745	0.000	26	1316	66	1051	6620	0.58097	0.04364	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_139-contigs.fa
9	36614	0.000	2	9131	6	1419	14208	0.45073	0.01703	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_13-contigs.fa
176	3314652	0.000	35	28189	112	9637	100563	0.58472	0.02690	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_140-contigs.fa
47	523529	0.000	7	18718	28	4581	73800	0.57100	0.05123	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_141-contigs.fa
95	407914	0.000	18	5867	66	1913	41730	0.27997	0.02991	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_142-contigs.fa
139	335228	0.000	33	2652	110	1237	20730	0.49529	0.04297	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_143-contigs.fa
641	1091441	0.000	222	1752	538	1109	6236	0.36905	0.02607	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_144-contigs.fa
338	2054881	0.000	93	7266	256	3428	23639	0.48820	0.02804	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_145-contigs.fa
114	425604	0.000	19	4667	82	1609	30457	0.61027	0.03939	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_146-contigs.fa
1510	9334711	0.000	402	6922	1167	3433	69578	0.39055	0.03491	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_147-contigs.fa
282	4147282	0.000	39	24352	176	5752	132598	0.33094	0.02373	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_148-contigs.fa
2	2390	0.000	1	1364	2	1026	1364	0.63389	0.06950	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_149-contigs.fa
397	483075	0.000	172	1169	351	1027	3314	0.58477	0.09809	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_14-contigs.fa
633	3536157	0.000	79	10753	396	2112	95779	0.41237	0.01755	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_150-contigs.fa
606	3121619	0.000	120	7870	419	2398	59350	0.67946	0.02806	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_151-contigs.fa
195	707963	0.000	17	8795	133	1277	56093	0.30938	0.04641	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_152-contigs.fa
641	1714793	0.000	140	3158	491	1281	23285	0.38631	0.05087	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_153-contigs.fa
1399	8424128	0.000	320	7718	1011	2996	52363	0.63091	0.02570	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_154-contigs.fa
1	1008	0.000	1	1008	1	1008	1008	0.62599	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_155-contigs.fa
610	4410503	0.000	53	20260	323	2399	159712	0.39639	0.03672	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_156-contigs.fa
4	4641	0.000	2	1158	4	1060	1313	0.51584	0.03381	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_157-contigs.fa
1	1914	0.000	1	1914	1	1914	1914	0.65256	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_158-contigs.fa
1	1138	0.000	1	1138	1	1138	1138	0.58787	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_159-contigs.fa
372	937733	0.000	72	2865	287	1211	39386	0.37595	0.03648	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_15-contigs.fa
897	6103636	0.000	208	8568	653	3423	73336	0.54486	0.05272	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_160-contigs.fa
2657	11906339	0.000	224	9294	1712	1580	127163	0.45856	0.02285	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_161-contigs.fa
197	280608	0.000	76	1344	170	1064	5313	0.56048	0.04164	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_162-contigs.fa
41	68962	0.000	12	1575	35	1097	6220	0.55214	0.04805	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_163-contigs.fa
5	6033	0.000	3	1181	5	1043	1530	0.51616	0.03543	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_164-contigs.fa
2	2205	0.000	1	1173	2	1032	1173	0.52472	0.01125	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_165-contigs.fa
25	33562	0.000	10	1211	22	1080	2788	0.40459	0.03423	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_166-contigs.fa
1172	3321749	0.000	329	3340	912	1512	15475	0.61284	0.03288	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_167-contigs.fa
21	23775	0.000	10	1110	19	1012	1581	0.30633	0.06748	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_168-contigs.fa
3	4168	0.000	2	1214	3	1098	1856	0.44002	0.10825	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_169-contigs.fa
7	11425	0.000	3	1753	6	1129	2159	0.45024	0.04361	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_16-contigs.fa
7	13787	0.000	2	2341	6	1178	4576	0.62523	0.01767	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_170-contigs.fa
1	12394	0.000	1	12394	1	12394	12394	0.62764	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_171-contigs.fa
639	2191504	0.000	100	4398	463	1507	62225	0.46539	0.05533	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_172-contigs.fa
184	4968753	0.000	30	48263	101	13321	213809	0.50834	0.08318	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_173-contigs.fa
492	1138048	0.000	138	2523	391	1271	38684	0.68025	0.05540	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_174-contigs.fa
478	1275581	0.000	112	3049	370	1320	21548	0.45665	0.03178	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_175-contigs.fa
816	6821051	0.000	95	15376	463	3363	692186	0.42687	0.05568	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_176-contigs.fa
2	4082	0.000	1	2996	2	1086	2996	0.57692	0.01725	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_177-contigs.fa
13	56455	0.000	3	7092	10	2516	16041	0.45998	0.01183	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_178-contigs.fa
930	5711411	0.000	34	26593	513	1916	228429	0.38702	0.03793	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_179-contigs.fa
985	2223655	0.000	243	2507	782	1178	44900	0.34559	0.04853	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_17-contigs.fa
306	4187904	0.000	53	23568	185	6096	91530	0.41024	0.03387	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_180-contigs.fa
13	17727	0.000	6	1221	12	1039	2864	0.32391	0.05605	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_181-contigs.fa
201	2487720	0.000	17	46883	95	4191	142478	0.27992	0.03135	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_182-contigs.fa
295	513238	0.000	96	1760	247	1101	15282	0.44458	0.02945	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_183-contigs.fa
1033	2358892	0.000	273	2502	821	1223	29852	0.35170	0.02595	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_184-contigs.fa
101	455776	0.000	9	10911	64	1625	47284	0.43355	0.03011	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_185-contigs.fa
601	1878010	0.000	142	3849	451	1552	24073	0.37066	0.02636	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_186-contigs.fa
714	1768301	0.000	190	2829	561	1311	15045	0.43071	0.03459	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_187-contigs.fa
19	32835	0.000	6	1734	16	1073	4486	0.46353	0.04965	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_188-contigs.fa
1	1120	0.000	1	1120	1	1120	1120	0.36696	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_18-contigs.fa
359	968783	0.000	75	3313	273	1249	33196	0.66104	0.05860	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_19-contigs.fa
207	602170	0.000	33	3996	153	1231	36945	0.49685	0.04630	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_1-contigs.fa
128	371775	0.000	28	3712	98	1453	12274	0.26240	0.04040	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_20-contigs.fa
1	1373	0.000	1	1373	1	1373	1373	0.44720	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_21-contigs.fa
601	3211670	0.000	70	13112	363	1837	59008	0.62726	0.02454	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_22-contigs.fa
4	4523	0.000	2	1138	4	1015	1256	0.49370	0.01986	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_23-contigs.fa
105	438227	0.000	19	5154	75	1911	24448	0.38634	0.02332	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_24-contigs.fa
74	222042	0.000	16	3553	55	1335	15955	0.47518	0.03229	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_25-contigs.fa
962	9240357	0.000	238	12180	705	4949	47518	0.49628	0.02722	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_26-contigs.fa
369	785228	0.000	96	2306	297	1174	11326	0.31039	0.08366	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_27-contigs.fa
83	473963	0.000	14	9130	52	2269	24649	0.35741	0.03866	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_28-contigs.fa
4	5276	0.000	2	1436	4	1088	1442	0.54227	0.01510	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_29-contigs.fa
4	4623	0.000	2	1118	4	1007	1383	0.71707	0.03501	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_2-contigs.fa
474	4492109	0.000	97	13390	318	4507	80180	0.40569	0.02033	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_30-contigs.fa
496	2978126	0.000	135	6812	384	3302	57752	0.46273	0.02800	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_31-contigs.fa
2	2805	0.000	1	1497	2	1308	1497	0.46417	0.01800	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_32-contigs.fa
3	3876	0.000	2	1074	3	1047	1755	0.43086	0.05071	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_33-contigs.fa
5	6081	0.000	3	1160	5	1097	1433	0.43924	0.05519	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_34-contigs.fa
148	436719	0.000	43	3541	114	1578	8295	0.38524	0.03442	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_35-contigs.fa
1104	19734002	0.000	234	26641	739	8559	136784	0.71197	0.02960	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_36-contigs.fa
97	139149	0.000	37	1378	84	1061	3374	0.25764	0.04946	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_37-contigs.fa
1	1505	0.000	1	1505	1	1505	1505	0.40997	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_38-contigs.fa
1	1050	0.000	1	1050	1	1050	1050	0.50571	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_39-contigs.fa
79	125724	0.000	27	1466	67	1099	6856	0.44384	0.04505	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_3-contigs.fa
47	225714	0.000	3	14008	28	1420	58811	0.69340	0.02903	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_40-contigs.fa
3	3226	0.000	2	1028	3	1001	1197	0.38314	0.02245	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_41-contigs.fa
483	935499	0.000	129	1853	395	1116	37603	0.57059	0.04779	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_42-contigs.fa
1	4736	0.000	1	4736	1	4736	4736	0.53653	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_43-contigs.fa
12	20844	0.000	4	1723	11	1124	5380	0.62373	0.04633	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_44-contigs.fa
13071	22700870	0.000	4460	1786	10937	1124	10873	0.44722	0.04080	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_45-contigs.fa
191	655339	0.000	36	4630	137	1427	97325	0.38540	0.04346	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_46-contigs.fa
625	1102190	0.000	201	1712	522	1117	42494	0.64138	0.03407	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_47-contigs.fa
1	1149	0.000	1	1149	1	1149	1149	0.60139	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_48-contigs.fa
1	5072	0.000	1	5072	1	5072	5072	0.44834	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_49-contigs.fa
109	639110	0.000	11	14282	65	2188	89545	0.26608	0.03709	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_4-contigs.fa
139	749424	0.000	10	13002	86	1816	83146	0.31973	0.02716	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_50-contigs.fa
8	36487	0.000	2	4361	7	2282	16258	0.40480	0.01213	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_51-contigs.fa
23	142625	0.000	4	15363	13	2287	33320	0.46204	0.02391	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_52-contigs.fa
286	1394333	0.000	50	7702	190	2056	40347	0.45836	0.01321	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_53-contigs.fa
63	1928400	0.000	14	49793	38	18489	115562	0.25170	0.02281	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_54-contigs.fa
15	32406	0.000	4	3071	13	1160	6280	0.44013	0.03402	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_55-contigs.fa
1931	5327607	0.000	546	3255	1498	1485	14826	0.66315	0.03916	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_56-contigs.fa
46	97993	0.000	14	2638	38	1172	6155	0.41270	0.05163	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_57-contigs.fa
170	572537	0.000	28	5166	121	1356	33774	0.50093	0.04416	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_58-contigs.fa
749	1666087	0.000	195	2400	599	1200	19664	0.49460	0.06696	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_59-contigs.fa
379	1453522	0.000	42	7800	258	1422	152751	0.32640	0.03453	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_5-contigs.fa
754	1136777	0.000	282	1459	646	1081	5336	0.54286	0.02521	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_60-contigs.fa
384	804286	0.000	99	2236	309	1148	16345	0.47688	0.05505	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_61-contigs.fa
637	1026554	0.000	231	1614	539	1101	8519	0.33021	0.03525	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_62-contigs.fa
172	517832	0.000	41	3997	129	1448	12675	0.28896	0.04329	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_63-contigs.fa
930	7116902	0.000	92	15937	525	2840	148494	0.47534	0.03406	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_64-contigs.fa
149	7370715	0.000	23	112279	74	27767	317682	0.34223	0.02507	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_65-contigs.fa
5	6904	0.000	3	1499	5	1081	1577	0.47161	0.02178	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_66-contigs.fa
2	2233	0.000	1	1139	2	1094	1139	0.66099	0.01875	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_67-contigs.fa
338	431832	0.000	141	1222	296	1030	5117	0.45389	0.07056	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_68-contigs.fa
6	32545	0.000	2	8871	5	2195	12291	0.33182	0.05396	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_69-contigs.fa
1	1277	0.000	1	1277	1	1277	1277	0.41738	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_6-contigs.fa
2	4444	0.000	1	3212	2	1232	3212	0.17417	0.05675	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_70-contigs.fa
1	1306	0.000	1	1306	1	1306	1306	0.44793	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_71-contigs.fa
2187	3352227	0.000	790	1487	1865	1074	7652	0.38340	0.05995	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_72-contigs.fa
99	147683	0.000	37	1461	86	1054	3048	0.38755	0.05059	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_73-contigs.fa
3	5181	0.000	2	1690	3	1261	2230	0.30226	0.03950	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_74-contigs.fa
4	5514	0.000	2	1415	4	1266	1424	0.67338	0.03262	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_75-contigs.fa
1	1327	0.000	1	1327	1	1327	1327	0.33384	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_76-contigs.fa
2	2861	0.000	1	1763	2	1098	1763	0.67039	0.05175	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_77-contigs.fa
381	3369513	0.000	81	12998	265	4210	51435	0.35447	0.01960	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_78-contigs.fa
791	984125	0.000	338	1199	697	1032	3389	0.50659	0.09079	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_79-contigs.fa
7	74306	0.000	1	44983	3	7742	44983	0.44532	0.00860	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_7-contigs.fa
1	1429	0.000	1	1429	1	1429	1429	0.47096	0.00000	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_80-contigs.fa
347	3336024	0.000	56	16310	218	4118	71118	0.33898	0.02044	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_81-contigs.fa
3	7768	0.000	1	5499	3	1030	5499	0.46099	0.02292	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_82-contigs.fa
2	7383	0.000	1	4873	2	2510	4873	0.36733	0.00125	/srv/beegfs/scratch/users/s/saini7/MS2/LC_competitive_binning_bins/ALL_C_BINS/15mw_Bin_83-contigs.fa
